GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B18001,B2Y001
"G4700590","1950","Tennessee","470","Greene","0590","Greene","54","590",41048,"Increase 0% to 19%"
"G4700610","1950","Tennessee","470","Grundy","0610","Grundy","54","610",12558,"Increase 0% to 19%"
"G4700630","1950","Tennessee","470","Hamblen","0630","Hamblen","54","630",23976,"Increase 20% to 39%"
"G4700650","1950","Tennessee","470","Hamilton","0650","Hamilton","54","650",208255,"Increase 0% to 19%"
"G4700670","1950","Tennessee","470","Hancock","0670","Hancock","54","670",9116,"Decrease 0% to 19%"
"G4700690","1950","Tennessee","470","Hardeman","0690","Hardeman","54","690",23311,"Decrease 0% to 19%"
"G4700710","1950","Tennessee","470","Hardin","0710","Hardin","54","710",16908,"Decrease 0% to 19%"
"G4700730","1950","Tennessee","470","Hawkins","0730","Hawkins","54","730",30494,"Increase 0% to 19%"
"G4700750","1950","Tennessee","470","Haywood","0750","Haywood","54","750",26212,"Decrease 0% to 19%"
"G4700770","1950","Tennessee","470","Henderson","0770","Henderson","54","770",17173,"Decrease 0% to 19%"
"G4700790","1950","Tennessee","470","Henry","0790","Henry","54","790",23828,"Decrease 0% to 19%"
"G4700810","1950","Tennessee","470","Hickman","0810","Hickman","54","810",13353,"Decrease 0% to 19%"
"G4700830","1950","Tennessee","470","Houston","0830","Houston","54","830",5318,"Decrease 0% to 19%"
"G4700850","1950","Tennessee","470","Humphreys","0850","Humphreys","54","850",11030,"Decrease 0% to 19%"
"G4700870","1950","Tennessee","470","Jackson","0870","Jackson","54","870",12348,"Decrease 0% to 19%"
"G4700890","1950","Tennessee","470","Jefferson","0890","Jefferson","54","890",19667,"Increase 0% to 19%"
"G4700910","1950","Tennessee","470","Johnson","0910","Johnson","54","910",12278,"Decrease 0% to 19%"
"G4700930","1950","Tennessee","470","Knox","0930","Knox","54","930",223007,"Increase 20% to 39%"
"G4700950","1950","Tennessee","470","Lake","0950","Lake","54","950",11655,"Increase 0% to 19%"
"G4700970","1950","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",25047,"Increase 0% to 19%"
"G4700990","1950","Tennessee","470","Lawrence","0990","Lawrence","54","990",28818,"Increase 0% to 19%"
"G4701010","1950","Tennessee","470","Lewis","1010","Lewis","54","1010",6078,"Increase 0% to 19%"
"G4701030","1950","Tennessee","470","Lincoln","1030","Lincoln","54","1030",25624,"Decrease 0% to 19%"
"G4701050","1950","Tennessee","470","Loudon","1050","Loudon","54","1050",23182,"Increase 0% to 19%"
"G4701070","1950","Tennessee","470","McMinn","1070","Mcminn","54","1070",32024,"Increase 0% to 19%"
"G4701090","1950","Tennessee","470","McNairy","1090","Mcnairy","54","1090",20390,"Decrease 0% to 19%"
"G4701110","1950","Tennessee","470","Macon","1110","Macon","54","1110",13599,"Decrease 0% to 19%"
"G4701130","1950","Tennessee","470","Madison","1130","Madison","54","1130",60128,"Increase 0% to 19%"
"G4701150","1950","Tennessee","470","Marion","1150","Marion","54","1150",20520,"Increase 0% to 19%"
"G4701170","1950","Tennessee","470","Marshall","1170","Marshall","54","1170",17768,"Increase 0% to 19%"
"G4701190","1950","Tennessee","470","Maury","1190","Maury","54","1190",40368,"No change"
"G4701210","1950","Tennessee","470","Meigs","1210","Meigs","54","1210",6080,"Decrease 0% to 19%"
"G4701230","1950","Tennessee","470","Monroe","1230","Monroe","54","1230",24513,"Increase 0% to 19%"
"G4701250","1950","Tennessee","470","Montgomery","1250","Montgomery","54","1250",44186,"Increase 20% to 39%"
"G4701270","1950","Tennessee","470","Moore","1270","Moore","54","1270",3948,"Decrease 0% to 19%"
"G4701290","1950","Tennessee","470","Morgan","1290","Morgan","54","1290",15727,"Increase 0% to 19%"
"G4701310","1950","Tennessee","470","Obion","1310","Obion","54","1310",29056,"Decrease 0% to 19%"
"G4701330","1950","Tennessee","470","Overton","1330","Overton","54","1330",17566,"Decrease 0% to 19%"
"G4701350","1950","Tennessee","470","Perry","1350","Perry","54","1350",6462,"Decrease 0% to 19%"
"G4701370","1950","Tennessee","470","Pickett","1370","Pickett","54","1370",5093,"Decrease 0% to 19%"
"G4701390","1950","Tennessee","470","Polk","1390","Polk","54","1390",14074,"Decrease 0% to 19%"
"G4701410","1950","Tennessee","470","Putnam","1410","Putnam","54","1410",29869,"Increase 0% to 19%"
"G4701430","1950","Tennessee","470","Rhea","1430","Rhea","54","1430",16041,"Decrease 0% to 19%"
"G4701450","1950","Tennessee","470","Roane","1450","Roane","54","1450",31665,"Increase 0% to 19%"
"G4701470","1950","Tennessee","470","Robertson","1470","Robertson","54","1470",27024,"Decrease 0% to 19%"
"G4701490","1950","Tennessee","470","Rutherford","1490","Rutherford","54","1490",40696,"Increase 20% to 39%"
"G4701510","1950","Tennessee","470","Scott","1510","Scott","54","1510",17362,"Increase 0% to 19%"
"G4701530","1950","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",5685,"Increase 0% to 19%"
"G4701550","1950","Tennessee","470","Sevier","1550","Sevier","54","1550",23375,"Increase 0% to 19%"
"G4701570","1950","Tennessee","470","Shelby","1570","Shelby","54","1570",482393,"Increase 20% to 39%"
"G4701590","1950","Tennessee","470","Smith","1590","Smith","54","1590",14098,"Decrease 0% to 19%"
"G4701610","1950","Tennessee","470","Stewart","1610","Stewart","54","1610",9175,"Decrease 20% to 39%"
"G4701630","1950","Tennessee","470","Sullivan","1630","Sullivan","54","1630",95063,"Increase 20% to 39%"
"G4701650","1950","Tennessee","470","Sumner","1650","Sumner","54","1650",33533,"Increase 0% to 19%"
"G4701670","1950","Tennessee","470","Tipton","1670","Tipton","54","1670",29782,"Increase 0% to 19%"
"G4701690","1950","Tennessee","470","Trousdale","1690","Trousdale","54","1690",5520,"Decrease 0% to 19%"
"G4701710","1950","Tennessee","470","Unicoi","1710","Unicoi","54","1710",15886,"Increase 0% to 19%"
"G4701730","1950","Tennessee","470","Union","1730","Union","54","1730",8670,"Decrease 0% to 19%"
"G4701750","1950","Tennessee","470","Van Buren","1750","Van Buren","54","1750",3985,"Decrease 0% to 19%"
"G4701770","1950","Tennessee","470","Warren","1770","Warren","54","1770",22271,"Increase 0% to 19%"
"G4701790","1950","Tennessee","470","Washington","1790","Washington","54","1790",59971,"Increase 0% to 19%"
"G4701810","1950","Tennessee","470","Wayne","1810","Wayne","54","1810",13864,"Increase 0% to 19%"
"G4701830","1950","Tennessee","470","Weakley","1830","Weakley","54","1830",27962,"Decrease 0% to 19%"
"G4701850","1950","Tennessee","470","White","1850","White","54","1850",16204,"Increase 0% to 19%"
"G4701870","1950","Tennessee","470","Williamson","1870","Williamson","54","1870",24307,"Decrease 0% to 19%"
"G4701890","1950","Tennessee","470","Wilson","1890","Wilson","54","1890",26318,"Increase 0% to 19%"
"G4800010","1950","Texas","480","Anderson","0010","Anderson","49","10",31875,"Decrease 0% to 19%"
"G4800030","1950","Texas","480","Andrews","0030","Andrews","49","30",5002,"Increase 100% or more"
"G4800050","1950","Texas","480","Angelina","0050","Angelina","49","50",36032,"Increase 0% to 19%"
"G4800070","1950","Texas","480","Aransas","0070","Aransas","49","70",4252,"Increase 20% to 39%"
"G4800090","1950","Texas","480","Archer","0090","Archer","49","90",6816,"Decrease 0% to 19%"
"G4800110","1950","Texas","480","Armstrong","0110","Armstrong","49","110",2215,"Decrease 0% to 19%"
"G4800130","1950","Texas","480","Atascosa","0130","Atascosa","49","130",20048,"Increase 0% to 19%"
"G4800150","1950","Texas","480","Austin","0150","Austin","49","150",14663,"Decrease 0% to 19%"
"G4800170","1950","Texas","480","Bailey","0170","Bailey","49","170",7592,"Increase 20% to 39%"
"G4800190","1950","Texas","480","Bandera","0190","Bandera","49","190",4410,"Increase 0% to 19%"
"G4800210","1950","Texas","480","Bastrop","0210","Bastrop","49","210",19622,"Decrease 0% to 19%"
"G4800230","1950","Texas","480","Baylor","0230","Baylor","49","230",6875,"Decrease 0% to 19%"
"G4800250","1950","Texas","480","Bee","0250","Bee","49","250",18174,"Increase 0% to 19%"
"G4800270","1950","Texas","480","Bell","0270","Bell","49","270",73824,"Increase 60% to 79%"
"G4800290","1950","Texas","480","Bexar","0290","Bexar","49","290",500460,"Increase 40% to 59%"
"G4800310","1950","Texas","480","Blanco","0310","Blanco","49","310",3780,"Decrease 0% to 19%"
"G4800330","1950","Texas","480","Borden","0330","Borden","49","330",1106,"Decrease 20% to 39%"
"G4800350","1950","Texas","480","Bosque","0350","Bosque","49","350",11836,"Decrease 20% to 39%"
"G4800370","1950","Texas","480","Bowie","0370","Bowie","49","370",61966,"Increase 20% to 39%"
"G4800390","1950","Texas","480","Brazoria","0390","Brazoria","49","390",46549,"Increase 60% to 79%"
"G4800410","1950","Texas","480","Brazos","0410","Brazos","49","410",38390,"Increase 40% to 59%"
"G4800430","1950","Texas","480","Brewster","0430","Brewster","49","430",7309,"Increase 0% to 19%"
"G4800450","1950","Texas","480","Briscoe","0450","Briscoe","49","450",3528,"Decrease 0% to 19%"
"G4800470","1950","Texas","480","Brooks","0470","Brooks","49","470",9195,"Increase 40% to 59%"
"G4800490","1950","Texas","480","Brown","0490","Brown","49","490",28607,"Increase 0% to 19%"
"G4800510","1950","Texas","480","Burleson","0510","Burleson","49","510",13000,"Decrease 20% to 39%"
"G4800530","1950","Texas","480","Burnet","0530","Burnet","49","530",10356,"Decrease 0% to 19%"
"G4800550","1950","Texas","480","Caldwell","0550","Caldwell","49","550",19350,"Decrease 20% to 39%"
"G4800570","1950","Texas","480","Calhoun","0570","Calhoun","49","570",9222,"Increase 40% to 59%"
"G4800590","1950","Texas","480","Callahan","0590","Callahan","49","590",9087,"Decrease 20% to 39%"
"G4800610","1950","Texas","480","Cameron","0610","Cameron","49","610",125170,"Increase 40% to 59%"
"G4800630","1950","Texas","480","Camp","0630","Camp","49","630",8740,"Decrease 0% to 19%"
"G4800650","1950","Texas","480","Carson","0650","Carson","49","650",6852,"Increase 0% to 19%"
"G4800670","1950","Texas","480","Cass","0670","Cass","49","670",26732,"Decrease 20% to 39%"
"G4800690","1950","Texas","480","Castro","0690","Castro","49","690",5417,"Increase 0% to 19%"
"G4800710","1950","Texas","480","Chambers","0710","Chambers","49","710",7871,"Increase 0% to 19%"
"G4800730","1950","Texas","480","Cherokee","0730","Cherokee","49","730",38694,"Decrease 0% to 19%"
"G4800750","1950","Texas","480","Childress","0750","Childress","49","750",12123,"Decrease 0% to 19%"
"G4800770","1950","Texas","480","Clay","0770","Clay","49","770",9896,"Decrease 20% to 39%"
"G4800790","1950","Texas","480","Cochran","0790","Cochran","49","790",5928,"Increase 40% to 59%"
"G4800810","1950","Texas","480","Coke","0810","Coke","49","810",4045,"Decrease 0% to 19%"
"G4800830","1950","Texas","480","Coleman","0830","Coleman","49","830",15503,"Decrease 20% to 39%"
"G4800850","1950","Texas","480","Collin","0850","Collin","49","850",41692,"Decrease 0% to 19%"
"G4800870","1950","Texas","480","Collingsworth","0870","Collingsworth","49","870",9139,"Decrease 0% to 19%"
"G4800890","1950","Texas","480","Colorado","0890","Colorado","49","890",17576,"Decrease 0% to 19%"
"G4800910","1950","Texas","480","Comal","0910","Comal","49","910",16357,"Increase 20% to 39%"
"G4800930","1950","Texas","480","Comanche","0930","Comanche","49","930",15516,"Decrease 0% to 19%"
"G4800950","1950","Texas","480","Concho","0950","Concho","49","950",5078,"Decrease 0% to 19%"
"G4800970","1950","Texas","480","Cooke","0970","Cooke","49","970",22146,"Decrease 0% to 19%"
"G4800990","1950","Texas","480","Coryell","0990","Coryell","49","990",16284,"Decrease 0% to 19%"
"G4801010","1950","Texas","480","Cottle","1010","Cottle","49","1010",6099,"Decrease 0% to 19%"
"G4801030","1950","Texas","480","Crane","1030","Crane","49","1030",3965,"Increase 20% to 39%"
"G4801050","1950","Texas","480","Crockett","1050","Crockett","49","1050",3981,"Increase 40% to 59%"
"G4801070","1950","Texas","480","Crosby","1070","Crosby","49","1070",9582,"Decrease 0% to 19%"
"G4801090","1950","Texas","480","Culberson","1090","Culberson","49","1090",1825,"Increase 0% to 19%"
"G4801110","1950","Texas","480","Dallam","1110","Dallam","49","1110",7640,"Increase 0% to 19%"
"G4801130","1950","Texas","480","Dallas","1130","Dallas","49","1130",614799,"Increase 40% to 59%"
"G4801150","1950","Texas","480","Dawson","1150","Dawson","49","1150",19113,"Increase 20% to 39%"
"G4801170","1950","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",9111,"Increase 40% to 59%"
"G4801190","1950","Texas","480","Delta","1190","Delta","49","1190",8964,"Decrease 20% to 39%"
"G4801210","1950","Texas","480","Denton","1210","Denton","49","1210",41365,"Increase 20% to 39%"
"G4801230","1950","Texas","480","DeWitt","1230","De Witt","49","1230",22973,"Decrease 0% to 19%"
"G4801250","1950","Texas","480","Dickens","1250","Dickens","49","1250",7177,"Decrease 0% to 19%"
"G4801270","1950","Texas","480","Dimmit","1270","Dimmit","49","1270",10654,"Increase 20% to 39%"
"G4801290","1950","Texas","480","Donley","1290","Donley","49","1290",6216,"Decrease 0% to 19%"
"G4801310","1950","Texas","480","Duval","1310","Duval","49","1310",15643,"Decrease 20% to 39%"
"G4801330","1950","Texas","480","Eastland","1330","Eastland","49","1330",23942,"Decrease 20% to 39%"
"G4801350","1950","Texas","480","Ector","1350","Ector","49","1350",42102,"Increase 100% or more"
"G4801370","1950","Texas","480","Edwards","1370","Edwards","49","1370",2908,"Decrease 0% to 19%"
"G4801390","1950","Texas","480","Ellis","1390","Ellis","49","1390",45645,"Decrease 0% to 19%"
"G4801410","1950","Texas","480","El Paso","1410","El Paso","49","1410",194968,"Increase 40% to 59%"
"G4801430","1950","Texas","480","Erath","1430","Erath","49","1430",18434,"Decrease 0% to 19%"
"G4801450","1950","Texas","480","Falls","1450","Falls","49","1450",26724,"Decrease 20% to 39%"
"G4801470","1950","Texas","480","Fannin","1470","Fannin","49","1470",31253,"Decrease 20% to 39%"
"G4801490","1950","Texas","480","Fayette","1490","Fayette","49","1490",24176,"Decrease 0% to 19%"
"G4801510","1950","Texas","480","Fisher","1510","Fisher","49","1510",11023,"Decrease 0% to 19%"
"G4801530","1950","Texas","480","Floyd","1530","Floyd","49","1530",10535,"Decrease 0% to 19%"
"G4801550","1950","Texas","480","Foard","1550","Foard","49","1550",4216,"Decrease 0% to 19%"
"G4801570","1950","Texas","480","Fort Bend","1570","Fort Bend","49","1570",31056,"Decrease 0% to 19%"
"G4801590","1950","Texas","480","Franklin","1590","Franklin","49","1590",6257,"Decrease 20% to 39%"
"G4801610","1950","Texas","480","Freestone","1610","Freestone","49","1610",15696,"Decrease 20% to 39%"
"G4801630","1950","Texas","480","Frio","1630","Frio","49","1630",10357,"Increase 0% to 19%"
"G4801650","1950","Texas","480","Gaines","1650","Gaines","49","1650",8909,"Increase 0% to 19%"
"G4801670","1950","Texas","480","Galveston","1670","Galveston","49","1670",113066,"Increase 20% to 39%"
"G4801690","1950","Texas","480","Garza","1690","Garza","49","1690",6281,"Increase 0% to 19%"
"G4801710","1950","Texas","480","Gillespie","1710","Gillespie","49","1710",10520,"Decrease 0% to 19%"
"G4801730","1950","Texas","480","Glasscock","1730","Glasscock","49","1730",1089,"Decrease 0% to 19%"
"G4801750","1950","Texas","480","Goliad","1750","Goliad","49","1750",6219,"Decrease 20% to 39%"
"G4801770","1950","Texas","480","Gonzales","1770","Gonzales","49","1770",21164,"Decrease 0% to 19%"
"G4801790","1950","Texas","480","Gray","1790","Gray","49","1790",24728,"Increase 0% to 19%"
"G4801810","1950","Texas","480","Grayson","1810","Grayson","49","1810",70467,"Increase 0% to 19%"
"G4801830","1950","Texas","480","Gregg","1830","Gregg","49","1830",61258,"Increase 0% to 19%"
"G4801850","1950","Texas","480","Grimes","1850","Grimes","49","1850",15135,"Decrease 20% to 39%"
"G4801870","1950","Texas","480","Guadalupe","1870","Guadalupe","49","1870",25392,"Decrease 0% to 19%"
"G4801890","1950","Texas","480","Hale","1890","Hale","49","1890",28211,"Increase 40% to 59%"
"G4801910","1950","Texas","480","Hall","1910","Hall","49","1910",10930,"Decrease 0% to 19%"
"G4801930","1950","Texas","480","Hamilton","1930","Hamilton","49","1930",10660,"Decrease 0% to 19%"
"G4801950","1950","Texas","480","Hansford","1950","Hansford","49","1950",4202,"Increase 40% to 59%"
"G4801970","1950","Texas","480","Hardeman","1970","Hardeman","49","1970",10212,"Decrease 0% to 19%"
"G4801990","1950","Texas","480","Hardin","1990","Hardin","49","1990",19535,"Increase 20% to 39%"
"G4802010","1950","Texas","480","Harris","2010","Harris","49","2010",806701,"Increase 40% to 59%"
"G4802030","1950","Texas","480","Harrison","2030","Harrison","49","2030",47745,"Decrease 0% to 19%"
"G4802050","1950","Texas","480","Hartley","2050","Hartley","49","2050",1913,"Increase 0% to 19%"
"G4802070","1950","Texas","480","Haskell","2070","Haskell","49","2070",13736,"Decrease 0% to 19%"
"G4802090","1950","Texas","480","Hays","2090","Hays","49","2090",17840,"Increase 0% to 19%"
"G4802110","1950","Texas","480","Hemphill","2110","Hemphill","49","2110",4123,"Decrease 0% to 19%"
"G4802130","1950","Texas","480","Henderson","2130","Henderson","49","2130",23405,"Decrease 20% to 39%"
"G4802150","1950","Texas","480","Hidalgo","2150","Hidalgo","49","2150",160446,"Increase 40% to 59%"
"G4802170","1950","Texas","480","Hill","2170","Hill","49","2170",31282,"Decrease 0% to 19%"
"G4802190","1950","Texas","480","Hockley","2190","Hockley","49","2190",20407,"Increase 60% to 79%"
"G4802210","1950","Texas","480","Hood","2210","Hood","49","2210",5287,"Decrease 20% to 39%"
"G4802230","1950","Texas","480","Hopkins","2230","Hopkins","49","2230",23490,"Decrease 20% to 39%"
"G4802250","1950","Texas","480","Houston","2250","Houston","49","2250",22825,"Decrease 20% to 39%"
"G4802270","1950","Texas","480","Howard","2270","Howard","49","2270",26722,"Increase 20% to 39%"
"G4802290","1950","Texas","480","Hudspeth","2290","Hudspeth","49","2290",4298,"Increase 20% to 39%"
"G4802310","1950","Texas","480","Hunt","2310","Hunt","49","2310",42731,"Decrease 0% to 19%"
"G4802330","1950","Texas","480","Hutchinson","2330","Hutchinson","49","2330",31580,"Increase 60% to 79%"
"G4802350","1950","Texas","480","Irion","2350","Irion","49","2350",1590,"Decrease 0% to 19%"
"G4802370","1950","Texas","480","Jack","2370","Jack","49","2370",7755,"Decrease 20% to 39%"
"G4802390","1950","Texas","480","Jackson","2390","Jackson","49","2390",12916,"Decrease 0% to 19%"
"G4802410","1950","Texas","480","Jasper","2410","Jasper","49","2410",20049,"Increase 0% to 19%"
"G4802430","1950","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",2090,"Decrease 0% to 19%"
"G4802450","1950","Texas","480","Jefferson","2450","Jefferson","49","2450",195083,"Increase 20% to 39%"
"G4802470","1950","Texas","480","Jim Hogg","2470","Jim Hogg","49","2470",5389,"Decrease 0% to 19%"
"G4802490","1950","Texas","480","Jim Wells","2490","Jim Wells","49","2490",27991,"Increase 20% to 39%"
"G4802510","1950","Texas","480","Johnson","2510","Johnson","49","2510",31390,"Increase 0% to 19%"
"G4802530","1950","Texas","480","Jones","2530","Jones","49","2530",22147,"Decrease 0% to 19%"
"G4802550","1950","Texas","480","Karnes","2550","Karnes","49","2550",17139,"Decrease 0% to 19%"
"G4802570","1950","Texas","480","Kaufman","2570","Kaufman","49","2570",31170,"Decrease 0% to 19%"
"G4802590","1950","Texas","480","Kendall","2590","Kendall","49","2590",5423,"Increase 0% to 19%"
"G4802610","1950","Texas","480","Kenedy","2610","Kenedy","49","2610",632,"Decrease 0% to 19%"
"G4802630","1950","Texas","480","Kent","2630","Kent","49","2630",2249,"Decrease 20% to 39%"
"G4802650","1950","Texas","480","Kerr","2650","Kerr","49","2650",14022,"Increase 20% to 39%"
"G4802670","1950","Texas","480","Kimble","2670","Kimble","49","2670",4619,"Decrease 0% to 19%"
"G4802690","1950","Texas","480","King","2690","King","49","2690",870,"Decrease 0% to 19%"
"G4802710","1950","Texas","480","Kinney","2710","Kinney","49","2710",2668,"Decrease 40% or more"
"G4802730","1950","Texas","480","Kleberg","2730","Kleberg","49","2730",21991,"Increase 60% to 79%"
"G4802750","1950","Texas","480","Knox","2750","Knox","49","2750",10082,"Decrease 0% to 19%"
"G4802770","1950","Texas","480","Lamar","2770","Lamar","49","2770",43033,"Decrease 0% to 19%"
"G4802790","1950","Texas","480","Lamb","2790","Lamb","49","2790",20015,"Increase 0% to 19%"
"G4802810","1950","Texas","480","Lampasas","2810","Lampasas","49","2810",9929,"Increase 0% to 19%"
"G4802830","1950","Texas","480","La Salle","2830","La Salle","49","2830",7485,"Decrease 0% to 19%"
"G4802850","1950","Texas","480","Lavaca","2850","Lavaca","49","2850",22159,"Decrease 0% to 19%"
"G4802870","1950","Texas","480","Lee","2870","Lee","49","2870",10144,"Decrease 20% to 39%"
"G4802890","1950","Texas","480","Leon","2890","Leon","49","2890",12024,"Decrease 20% to 39%"
"G4802910","1950","Texas","480","Liberty","2910","Liberty","49","2910",26729,"Increase 0% to 19%"
"G4802930","1950","Texas","480","Limestone","2930","Limestone","49","2930",25251,"Decrease 20% to 39%"
"G4802950","1950","Texas","480","Lipscomb","2950","Lipscomb","49","2950",3658,"Decrease 0% to 19%"
"G4802970","1950","Texas","480","Live Oak","2970","Live Oak","49","2970",9054,"Decrease 0% to 19%"
"G4802990","1950","Texas","480","Llano","2990","Llano","49","2990",5377,"Decrease 0% to 19%"
"G4803010","1950","Texas","480","Loving","3010","Loving","49","3010",227,"Decrease 20% to 39%"
"G4803030","1950","Texas","480","Lubbock","3030","Lubbock","49","3030",101048,"Increase 80% to 99%"
"G4803050","1950","Texas","480","Lynn","3050","Lynn","49","3050",11030,"Decrease 0% to 19%"
"G4803070","1950","Texas","480","McCulloch","3070","Mcculloch","49","3070",11701,"Decrease 0% to 19%"
"G4803090","1950","Texas","480","McLennan","3090","Mclennan","49","3090",130194,"Increase 20% to 39%"
"G4803110","1950","Texas","480","McMullen","3110","Mcmullen","49","3110",1187,"Decrease 0% to 19%"
"G4803130","1950","Texas","480","Madison","3130","Madison","49","3130",7996,"Decrease 20% to 39%"
"G4803150","1950","Texas","480","Marion","3150","Marion","49","3150",10172,"Decrease 0% to 19%"
"G4803170","1950","Texas","480","Martin","3170","Martin","49","3170",5541,"Decrease 0% to 19%"
"G4803190","1950","Texas","480","Mason","3190","Mason","49","3190",4945,"Decrease 0% to 19%"
"G4803210","1950","Texas","480","Matagorda","3210","Matagorda","49","3210",21559,"Increase 0% to 19%"
"G4803230","1950","Texas","480","Maverick","3230","Maverick","49","3230",12292,"Increase 20% to 39%"
"G4803250","1950","Texas","480","Medina","3250","Medina","49","3250",17013,"Increase 0% to 19%"
"G4803270","1950","Texas","480","Menard","3270","Menard","49","3270",4175,"Decrease 0% to 19%"
"G4803290","1950","Texas","480","Midland","3290","Midland","49","3290",25785,"Increase 100% or more"
"G4803310","1950","Texas","480","Milam","3310","Milam","49","3310",23585,"Decrease 20% to 39%"
"G4803330","1950","Texas","480","Mills","3330","Mills","49","3330",5999,"Decrease 20% to 39%"
"G4803350","1950","Texas","480","Mitchell","3350","Mitchell","49","3350",14357,"Increase 0% to 19%"
"G4803370","1950","Texas","480","Montague","3370","Montague","49","3370",17070,"Decrease 0% to 19%"
"G4803390","1950","Texas","480","Montgomery","3390","Montgomery","49","3390",24504,"Increase 0% to 19%"
"G4803410","1950","Texas","480","Moore","3410","Moore","49","3410",13349,"Increase 100% or more"
"G4803430","1950","Texas","480","Morris","3430","Morris","49","3430",9433,"Decrease 0% to 19%"
"G4803450","1950","Texas","480","Motley","3450","Motley","49","3450",3963,"Decrease 20% to 39%"
"G4803470","1950","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",30326,"Decrease 0% to 19%"
"G4803490","1950","Texas","480","Navarro","3490","Navarro","49","3490",39916,"Decrease 20% to 39%"
"G4803510","1950","Texas","480","Newton","3510","Newton","49","3510",10832,"Decrease 20% to 39%"
"G4803530","1950","Texas","480","Nolan","3530","Nolan","49","3530",19808,"Increase 0% to 19%"
"G4803550","1950","Texas","480","Nueces","3550","Nueces","49","3550",165471,"Increase 60% to 79%"
"G4803570","1950","Texas","480","Ochiltree","3570","Ochiltree","49","3570",6024,"Increase 40% to 59%"
"G4803590","1950","Texas","480","Oldham","3590","Oldham","49","3590",1672,"Increase 20% to 39%"
"G4803610","1950","Texas","480","Orange","3610","Orange","49","3610",40567,"Increase 100% or more"
"G4803630","1950","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",17154,"Decrease 0% to 19%"
"G4803650","1950","Texas","480","Panola","3650","Panola","49","3650",19250,"Decrease 0% to 19%"
"G4803670","1950","Texas","480","Parker","3670","Parker","49","3670",21528,"Increase 0% to 19%"
"G4803690","1950","Texas","480","Parmer","3690","Parmer","49","3690",5787,"Decrease 0% to 19%"
"G4803710","1950","Texas","480","Pecos","3710","Pecos","49","3710",9939,"Increase 20% to 39%"
"G4803730","1950","Texas","480","Polk","3730","Polk","49","3730",16194,"Decrease 20% to 39%"
"G4803750","1950","Texas","480","Potter","3750","Potter","49","3750",73366,"Increase 20% to 39%"
"G4803770","1950","Texas","480","Presidio","3770","Presidio","49","3770",7354,"Decrease 20% to 39%"
"G4803790","1950","Texas","480","Rains","3790","Rains","49","3790",4266,"Decrease 40% or more"
"G4803810","1950","Texas","480","Randall","3810","Randall","49","3810",13774,"Increase 80% to 99%"
"G4803830","1950","Texas","480","Reagan","3830","Reagan","49","3830",3127,"Increase 40% to 59%"
"G4803850","1950","Texas","480","Real","3850","Real","49","3850",2479,"Increase 0% to 19%"
"G4803870","1950","Texas","480","Red River","3870","Red River","49","3870",21851,"Decrease 20% to 39%"
"G4803890","1950","Texas","480","Reeves","3890","Reeves","49","3890",11745,"Increase 40% to 59%"
"G4803910","1950","Texas","480","Refugio","3910","Refugio","49","3910",10113,"Decrease 0% to 19%"
"G4803930","1950","Texas","480","Roberts","3930","Roberts","49","3930",1031,"Decrease 20% to 39%"
"G4803950","1950","Texas","480","Robertson","3950","Robertson","49","3950",19908,"Decrease 20% to 39%"
"G4803970","1950","Texas","480","Rockwall","3970","Rockwall","49","3970",6156,"Decrease 0% to 19%"
"G4803990","1950","Texas","480","Runnels","3990","Runnels","49","3990",16771,"Decrease 0% to 19%"
"G4804010","1950","Texas","480","Rusk","4010","Rusk","49","4010",42348,"Decrease 0% to 19%"
"G4804030","1950","Texas","480","Sabine","4030","Sabine","49","4030",8568,"Decrease 20% to 39%"
"G4804050","1950","Texas","480","San Augustine","4050","San Augustine","49","4050",8837,"Decrease 20% to 39%"
"G4804070","1950","Texas","480","San Jacinto","4070","San Jacinto","49","4070",7172,"Decrease 20% to 39%"
"G4804090","1950","Texas","480","San Patricio","4090","San Patricio","49","4090",35842,"Increase 20% to 39%"
"G4804110","1950","Texas","480","San Saba","4110","San Saba","49","4110",8666,"Decrease 20% to 39%"
"G4804130","1950","Texas","480","Schleicher","4130","Schleicher","49","4130",2852,"Decrease 0% to 19%"
"G4804150","1950","Texas","480","Scurry","4150","Scurry","49","4150",22779,"Increase 80% to 99%"
"G4804170","1950","Texas","480","Shackelford","4170","Shackelford","49","4170",5001,"Decrease 0% to 19%"
"G4804190","1950","Texas","480","Shelby","4190","Shelby","49","4190",23479,"Decrease 0% to 19%"
"G4804210","1950","Texas","480","Sherman","4210","Sherman","49","4210",2443,"Increase 20% to 39%"
"G4804230","1950","Texas","480","Smith","4230","Smith","49","4230",74701,"Increase 0% to 19%"
"G4804250","1950","Texas","480","Somervell","4250","Somervell","49","4250",2542,"Decrease 0% to 19%"
"G4804270","1950","Texas","480","Starr","4270","Starr","49","4270",13948,"Increase 0% to 19%"
