GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BDP001,BEQ001
"G1200990","1930","Florida","120","Palm Beach","0990","Palm Beach","43","990",51781,51781
"G1201010","1930","Florida","120","Pasco","1010","Pasco","43","1010",10574,10574
"G1201030","1930","Florida","120","Pinellas","1030","Pinellas","43","1030",62149,62149
"G1201050","1930","Florida","120","Polk","1050","Polk","43","1050",72291,72291
"G1201070","1930","Florida","120","Putnam","1070","Putnam","43","1070",18096,18096
"G1201090","1930","Florida","120","St Johns","1090","St Johns","43","1090",18676,18676
"G1201110","1930","Florida","120","St Lucie","1110","St Lucie","43","1110",7057,7057
"G1201130","1930","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",14083,14083
"G1201150","1930","Florida","120","Sarasota","1150","Sarasota","43","1150",12440,12440
"G1201170","1930","Florida","120","Seminole","1170","Seminole","43","1170",18735,18735
"G1201190","1930","Florida","120","Sumter","1190","Sumter","43","1190",10644,10644
"G1201210","1930","Florida","120","Suwannee","1210","Suwannee","43","1210",15731,15731
"G1201230","1930","Florida","120","Taylor","1230","Taylor","43","1230",13136,13136
"G1201250","1930","Florida","120","Union","1250","Union","43","1250",7428,7428
"G1201270","1930","Florida","120","Volusia","1270","Volusia","43","1270",42757,42757
"G1201290","1930","Florida","120","Wakulla","1290","Wakulla","43","1290",5468,5468
"G1201310","1930","Florida","120","Walton","1310","Walton","43","1310",14576,14576
"G1201330","1930","Florida","120","Washington","1330","Washington","43","1330",12180,12180
"G1300010","1930","Georgia","130","Appling","0010","Appling","44","10",13314,13314
"G1300030","1930","Georgia","130","Atkinson","0030","Atkinson","44","30",6894,6894
"G1300050","1930","Georgia","130","Bacon","0050","Bacon","44","50",7055,7055
"G1300070","1930","Georgia","130","Baker","0070","Baker","44","70",7818,7818
"G1300090","1930","Georgia","130","Baldwin","0090","Baldwin","44","90",22878,22878
"G1300110","1930","Georgia","130","Banks","0110","Banks","44","110",9703,9703
"G1300130","1930","Georgia","130","Barrow","0130","Barrow","44","130",12401,12401
"G1300150","1930","Georgia","130","Bartow","0150","Bartow","44","150",25364,25364
"G1300170","1930","Georgia","130","Ben Hill","0170","Ben Hill","44","170",13047,13047
"G1300190","1930","Georgia","130","Berrien","0190","Berrien","44","190",14646,14646
"G1300210","1930","Georgia","130","Bibb","0210","Bibb","44","210",77042,77042
"G1300230","1930","Georgia","130","Bleckley","0230","Bleckley","44","230",9133,9133
"G1300250","1930","Georgia","130","Brantley","0250","Brantley","44","250",6895,6895
"G1300270","1930","Georgia","130","Brooks","0270","Brooks","44","270",21330,21330
"G1300290","1930","Georgia","130","Bryan","0290","Bryan","44","290",5952,5952
"G1300310","1930","Georgia","130","Bulloch","0310","Bulloch","44","310",26509,26509
"G1300330","1930","Georgia","130","Burke","0330","Burke","44","330",29224,29224
"G1300350","1930","Georgia","130","Butts","0350","Butts","44","350",9345,9345
"G1300370","1930","Georgia","130","Calhoun","0370","Calhoun","44","370",10576,10576
"G1300390","1930","Georgia","130","Camden","0390","Camden","44","390",6338,6338
"G1300395","1930","Georgia","130","Campbell","0395","Campbell","44","410",9903,9903
"G1300430","1930","Georgia","130","Candler","0430","Candler","44","430",8991,8991
"G1300450","1930","Georgia","130","Carroll","0450","Carroll","44","450",34272,34272
"G1300470","1930","Georgia","130","Catoosa","0470","Catoosa","44","470",9421,9421
"G1300490","1930","Georgia","130","Charlton","0490","Charlton","44","490",4381,4381
"G1300510","1930","Georgia","130","Chatham","0510","Chatham","44","510",105431,105431
"G1300530","1930","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",8894,8894
"G1300550","1930","Georgia","130","Chattooga","0550","Chattooga","44","550",15407,15407
"G1300570","1930","Georgia","130","Cherokee","0570","Cherokee","44","570",20003,20003
"G1300590","1930","Georgia","130","Clarke","0590","Clarke","44","590",25613,25613
"G1300610","1930","Georgia","130","Clay","0610","Clay","44","610",6943,6943
"G1300630","1930","Georgia","130","Clayton","0630","Clayton","44","630",10260,10260
"G1300650","1930","Georgia","130","Clinch","0650","Clinch","44","650",7015,7015
"G1300670","1930","Georgia","130","Cobb","0670","Cobb","44","670",35408,35408
"G1300690","1930","Georgia","130","Coffee","0690","Coffee","44","690",19739,19739
"G1300710","1930","Georgia","130","Colquitt","0710","Colquitt","44","710",30622,30622
"G1300730","1930","Georgia","130","Columbia","0730","Columbia","44","730",8793,8793
"G1300750","1930","Georgia","130","Cook","0750","Cook","44","750",11311,11311
"G1300770","1930","Georgia","130","Coweta","0770","Coweta","44","770",25127,25127
"G1300790","1930","Georgia","130","Crawford","0790","Crawford","44","790",7020,7020
"G1300810","1930","Georgia","130","Crisp","0810","Crisp","44","810",17343,17343
"G1300830","1930","Georgia","130","Dade","0830","Dade","44","830",4146,4146
"G1300850","1930","Georgia","130","Dawson","0850","Dawson","44","850",3502,3502
"G1300870","1930","Georgia","130","Decatur","0870","Decatur","44","870",23622,23622
"G1300890","1930","Georgia","130","DeKalb","0890","De Kalb","44","890",70278,70278
"G1300910","1930","Georgia","130","Dodge","0910","Dodge","44","910",21599,21599
"G1300930","1930","Georgia","130","Dooly","0930","Dooly","44","930",18025,18025
"G1300950","1930","Georgia","130","Dougherty","0950","Dougherty","44","950",22306,22306
"G1300970","1930","Georgia","130","Douglas","0970","Douglas","44","970",9461,9461
"G1300990","1930","Georgia","130","Early","0990","Early","44","990",18273,18273
"G1301010","1930","Georgia","130","Echols","1010","Echols","44","1010",2744,2744
"G1301030","1930","Georgia","130","Effingham","1030","Effingham","44","1030",10164,10164
"G1301050","1930","Georgia","130","Elbert","1050","Elbert","44","1050",18485,18485
"G1301070","1930","Georgia","130","Emanuel","1070","Emanuel","44","1070",24101,24101
"G1301090","1930","Georgia","130","Evans","1090","Evans","44","1090",7102,7102
"G1301110","1930","Georgia","130","Fannin","1110","Fannin","44","1110",12969,12969
"G1301130","1930","Georgia","130","Fayette","1130","Fayette","44","1130",8665,8665
"G1301150","1930","Georgia","130","Floyd","1150","Floyd","44","1150",48667,48667
"G1301170","1930","Georgia","130","Forsyth","1170","Forsyth","44","1170",10624,10624
"G1301190","1930","Georgia","130","Franklin","1190","Franklin","44","1190",15902,15902
"G1301210","1930","Georgia","130","Fulton","1210","Fulton","44","1210",318587,318587
"G1301230","1930","Georgia","130","Gilmer","1230","Gilmer","44","1230",7344,7344
"G1301250","1930","Georgia","130","Glascock","1250","Glascock","44","1250",4388,4388
"G1301270","1930","Georgia","130","Glynn","1270","Glynn","44","1270",19400,19400
"G1301290","1930","Georgia","130","Gordon","1290","Gordon","44","1290",16846,16846
"G1301310","1930","Georgia","130","Grady","1310","Grady","44","1310",19200,19200
"G1301330","1930","Georgia","130","Greene","1330","Greene","44","1330",12616,12616
"G1301350","1930","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",27853,27853
"G1301370","1930","Georgia","130","Habersham","1370","Habersham","44","1370",12748,12748
"G1301390","1930","Georgia","130","Hall","1390","Hall","44","1390",30313,30313
"G1301410","1930","Georgia","130","Hancock","1410","Hancock","44","1410",13070,13070
"G1301430","1930","Georgia","130","Haralson","1430","Haralson","44","1430",13263,13263
"G1301450","1930","Georgia","130","Harris","1450","Harris","44","1450",11140,11140
"G1301470","1930","Georgia","130","Hart","1470","Hart","44","1470",15174,15174
"G1301490","1930","Georgia","130","Heard","1490","Heard","44","1490",9102,9102
"G1301510","1930","Georgia","130","Henry","1510","Henry","44","1510",15924,15924
"G1301530","1930","Georgia","130","Houston","1530","Houston","44","1530",11280,11280
"G1301550","1930","Georgia","130","Irwin","1550","Irwin","44","1550",12199,12199
"G1301570","1930","Georgia","130","Jackson","1570","Jackson","44","1570",21609,21609
"G1301590","1930","Georgia","130","Jasper","1590","Jasper","44","1590",8594,8594
"G1301610","1930","Georgia","130","Jeff Davis","1610","Jeff Davis","44","1610",8118,8118
"G1301630","1930","Georgia","130","Jefferson","1630","Jefferson","44","1630",20727,20727
"G1301650","1930","Georgia","130","Jenkins","1650","Jenkins","44","1650",12908,12908
"G1301670","1930","Georgia","130","Johnson","1670","Johnson","44","1670",12681,12681
"G1301690","1930","Georgia","130","Jones","1690","Jones","44","1690",8992,8992
"G1301710","1930","Georgia","130","Lamar","1710","Lamar","44","1710",9745,9745
"G1301730","1930","Georgia","130","Lanier","1730","Lanier","44","1730",5190,5190
"G1301750","1930","Georgia","130","Laurens","1750","Laurens","44","1750",32693,32693
"G1301770","1930","Georgia","130","Lee","1770","Lee","44","1770",8328,8328
"G1301790","1930","Georgia","130","Liberty","1790","Liberty","44","1790",8153,8153
"G1301810","1930","Georgia","130","Lincoln","1810","Lincoln","44","1810",7847,7847
"G1301830","1930","Georgia","130","Long","1830","Long","44","1830",4180,4180
"G1301850","1930","Georgia","130","Lowndes","1850","Lowndes","44","1850",29994,29994
"G1301870","1930","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",4927,4927
"G1301890","1930","Georgia","130","McDuffie","1890","Mcduffie","44","1890",9014,9014
"G1301910","1930","Georgia","130","McIntosh","1910","Mcintosh","44","1910",5763,5763
"G1301930","1930","Georgia","130","Macon","1930","Macon","44","1930",16643,16643
"G1301950","1930","Georgia","130","Madison","1950","Madison","44","1950",14921,14921
"G1301970","1930","Georgia","130","Marion","1970","Marion","44","1970",6968,6968
"G1301990","1930","Georgia","130","Meriwether","1990","Meriwether","44","1990",22437,22437
"G1302010","1930","Georgia","130","Miller","2010","Miller","44","2010",9076,9076
"G1302015","1930","Georgia","130","Milton","2015","Milton","44","2030",6730,6730
"G1302050","1930","Georgia","130","Mitchell","2050","Mitchell","44","2050",23620,23620
"G1302070","1930","Georgia","130","Monroe","2070","Monroe","44","2070",11606,11606
"G1302090","1930","Georgia","130","Montgomery","2090","Montgomery","44","2090",10020,10020
"G1302110","1930","Georgia","130","Morgan","2110","Morgan","44","2110",12488,12488
"G1302130","1930","Georgia","130","Murray","2130","Murray","44","2130",9215,9215
"G1302150","1930","Georgia","130","Muscogee","2150","Muscogee","44","2150",57558,57558
"G1302170","1930","Georgia","130","Newton","2170","Newton","44","2170",17290,17290
"G1302190","1930","Georgia","130","Oconee","2190","Oconee","44","2190",8082,8082
"G1302210","1930","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",12927,12927
"G1302230","1930","Georgia","130","Paulding","2230","Paulding","44","2230",12327,12327
"G1302250","1930","Georgia","130","Peach","2250","Peach","44","2250",10268,10268
"G1302270","1930","Georgia","130","Pickens","2270","Pickens","44","2270",9687,9687
"G1302290","1930","Georgia","130","Pierce","2290","Pierce","44","2290",12522,12522
"G1302310","1930","Georgia","130","Pike","2310","Pike","44","2310",10853,10853
"G1302330","1930","Georgia","130","Polk","2330","Polk","44","2330",25141,25141
"G1302350","1930","Georgia","130","Pulaski","2350","Pulaski","44","2350",9005,9005
"G1302370","1930","Georgia","130","Putnam","2370","Putnam","44","2370",8367,8367
"G1302390","1930","Georgia","130","Quitman","2390","Quitman","44","2390",3820,3820
"G1302410","1930","Georgia","130","Rabun","2410","Rabun","44","2410",6331,6331
"G1302430","1930","Georgia","130","Randolph","2430","Randolph","44","2430",17174,17174
"G1302450","1930","Georgia","130","Richmond","2450","Richmond","44","2450",72990,72990
"G1302470","1930","Georgia","130","Rockdale","2470","Rockdale","44","2470",7247,7247
"G1302490","1930","Georgia","130","Schley","2490","Schley","44","2490",5347,5347
"G1302510","1930","Georgia","130","Screven","2510","Screven","44","2510",20503,20503
"G1302530","1930","Georgia","130","Seminole","2530","Seminole","44","2530",7389,7389
"G1302550","1930","Georgia","130","Spalding","2550","Spalding","44","2550",23495,23495
"G1302570","1930","Georgia","130","Stephens","2570","Stephens","44","2570",11740,11740
"G1302590","1930","Georgia","130","Stewart","2590","Stewart","44","2590",11114,11114
"G1302610","1930","Georgia","130","Sumter","2610","Sumter","44","2610",26800,26800
"G1302630","1930","Georgia","130","Talbot","2630","Talbot","44","2630",8458,8458
"G1302650","1930","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",6172,6172
"G1302670","1930","Georgia","130","Tattnall","2670","Tattnall","44","2670",15411,15411
"G1302690","1930","Georgia","130","Taylor","2690","Taylor","44","2690",10617,10617
"G1302710","1930","Georgia","130","Telfair","2710","Telfair","44","2710",14997,14997
"G1302730","1930","Georgia","130","Terrell","2730","Terrell","44","2730",18290,18290
"G1302750","1930","Georgia","130","Thomas","2750","Thomas","44","2750",32612,32612
"G1302770","1930","Georgia","130","Tift","2770","Tift","44","2770",16068,16068
"G1302790","1930","Georgia","130","Toombs","2790","Toombs","44","2790",17165,17165
"G1302810","1930","Georgia","130","Towns","2810","Towns","44","2810",4346,4346
"G1302830","1930","Georgia","130","Treutlen","2830","Treutlen","44","2830",7488,7488
"G1302850","1930","Georgia","130","Troup","2850","Troup","44","2850",36752,36752
"G1302870","1930","Georgia","130","Turner","2870","Turner","44","2870",11196,11196
"G1302890","1930","Georgia","130","Twiggs","2890","Twiggs","44","2890",8372,8372
"G1302910","1930","Georgia","130","Union","2910","Union","44","2910",6340,6340
"G1302930","1930","Georgia","130","Upson","2930","Upson","44","2930",19509,19509
"G1302950","1930","Georgia","130","Walker","2950","Walker","44","2950",26206,26206
"G1302970","1930","Georgia","130","Walton","2970","Walton","44","2970",21118,21118
"G1302990","1930","Georgia","130","Ware","2990","Ware","44","2990",26558,26558
"G1303010","1930","Georgia","130","Warren","3010","Warren","44","3010",11181,11181
"G1303030","1930","Georgia","130","Washington","3030","Washington","44","3030",25030,25030
"G1303050","1930","Georgia","130","Wayne","3050","Wayne","44","3050",12647,12647
"G1303070","1930","Georgia","130","Webster","3070","Webster","44","3070",5032,5032
"G1303090","1930","Georgia","130","Wheeler","3090","Wheeler","44","3090",9149,9149
"G1303110","1930","Georgia","130","White","3110","White","44","3110",6056,6056
"G1303130","1930","Georgia","130","Whitfield","3130","Whitfield","44","3130",20808,20808
"G1303150","1930","Georgia","130","Wilcox","3150","Wilcox","44","3150",13439,13439
"G1303170","1930","Georgia","130","Wilkes","3170","Wilkes","44","3170",15944,15944
"G1303190","1930","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",10844,10844
"G1303210","1930","Georgia","130","Worth","3210","Worth","44","3210",21094,21094
"G1550015","1930","Hawaii Territory","155","Hawaii","0015","Hawaii","82","10",73325,
"G1550035","1930","Hawaii Territory","155","Honolulu","0035","Honolulu","82","30",202923,
"G1550075","1930","Hawaii Territory","155","Kauai","0075","Kauai","82","70",35942,
"G1550095","1930","Hawaii Territory","155","Maui","0095","Maui","82","90",56146,
"G1600010","1930","Idaho","160","Ada","0010","Ada","63","10",37925,37925
"G1600030","1930","Idaho","160","Adams","0030","Adams","63","30",2867,2867
"G1600050","1930","Idaho","160","Bannock","0050","Bannock","63","50",31266,31266
"G1600070","1930","Idaho","160","Bear Lake","0070","Bear Lake","63","70",7872,7872
"G1600090","1930","Idaho","160","Benewah","0090","Benewah","63","90",6371,6371
"G1600110","1930","Idaho","160","Bingham","0110","Bingham","63","110",18561,18561
"G1600130","1930","Idaho","160","Blaine","0130","Blaine","63","130",3768,3768
"G1600150","1930","Idaho","160","Boise","0150","Boise","63","150",1847,1847
