GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AYU001
"G1300110","1900","Georgia","130","Banks","0110","Banks","44","110",10545,10545
"G1300150","1900","Georgia","130","Bartow","0150","Bartow","44","150",20823,20823
"G1300190","1900","Georgia","130","Berrien","0190","Berrien","44","190",19440,19440
"G1300210","1900","Georgia","130","Bibb","0210","Bibb","44","210",50473,50473
"G1300270","1900","Georgia","130","Brooks","0270","Brooks","44","270",18606,18606
"G1300290","1900","Georgia","130","Bryan","0290","Bryan","44","290",6122,6122
"G1300310","1900","Georgia","130","Bulloch","0310","Bulloch","44","310",21377,21377
"G1300330","1900","Georgia","130","Burke","0330","Burke","44","330",30165,30165
"G1300350","1900","Georgia","130","Butts","0350","Butts","44","350",12805,12805
"G1300370","1900","Georgia","130","Calhoun","0370","Calhoun","44","370",9274,9274
"G1300390","1900","Georgia","130","Camden","0390","Camden","44","390",7669,7669
"G1300395","1900","Georgia","130","Campbell","0395","Campbell","44","410",9518,9518
"G1300450","1900","Georgia","130","Carroll","0450","Carroll","44","450",26576,26576
"G1300470","1900","Georgia","130","Catoosa","0470","Catoosa","44","470",5823,5823
"G1300490","1900","Georgia","130","Charlton","0490","Charlton","44","490",3592,3592
"G1300510","1900","Georgia","130","Chatham","0510","Chatham","44","510",71239,71239
"G1300530","1900","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",5790,5790
"G1300550","1900","Georgia","130","Chattooga","0550","Chattooga","44","550",12952,12952
"G1300570","1900","Georgia","130","Cherokee","0570","Cherokee","44","570",15243,15243
"G1300590","1900","Georgia","130","Clarke","0590","Clarke","44","590",17708,17708
"G1300610","1900","Georgia","130","Clay","0610","Clay","44","610",8568,8568
"G1300630","1900","Georgia","130","Clayton","0630","Clayton","44","630",9598,9598
"G1300650","1900","Georgia","130","Clinch","0650","Clinch","44","650",8732,8732
"G1300670","1900","Georgia","130","Cobb","0670","Cobb","44","670",24664,24664
"G1300690","1900","Georgia","130","Coffee","0690","Coffee","44","690",16169,16169
"G1300710","1900","Georgia","130","Colquitt","0710","Colquitt","44","710",13636,13636
"G1300730","1900","Georgia","130","Columbia","0730","Columbia","44","730",10653,10653
"G1300770","1900","Georgia","130","Coweta","0770","Coweta","44","770",24980,24980
"G1300790","1900","Georgia","130","Crawford","0790","Crawford","44","790",10368,10368
"G1300830","1900","Georgia","130","Dade","0830","Dade","44","830",4578,4578
"G1300850","1900","Georgia","130","Dawson","0850","Dawson","44","850",5442,5442
"G1300870","1900","Georgia","130","Decatur","0870","Decatur","44","870",29454,29454
"G1300890","1900","Georgia","130","DeKalb","0890","De Kalb","44","890",21112,21112
"G1300910","1900","Georgia","130","Dodge","0910","Dodge","44","910",13975,13975
"G1300930","1900","Georgia","130","Dooly","0930","Dooly","44","930",26567,26567
"G1300950","1900","Georgia","130","Dougherty","0950","Dougherty","44","950",13679,13679
"G1300970","1900","Georgia","130","Douglas","0970","Douglas","44","970",8745,8745
"G1300990","1900","Georgia","130","Early","0990","Early","44","990",14828,14828
"G1301010","1900","Georgia","130","Echols","1010","Echols","44","1010",3209,3209
"G1301030","1900","Georgia","130","Effingham","1030","Effingham","44","1030",8334,8334
"G1301050","1900","Georgia","130","Elbert","1050","Elbert","44","1050",19729,19729
"G1301070","1900","Georgia","130","Emanuel","1070","Emanuel","44","1070",21279,21279
"G1301110","1900","Georgia","130","Fannin","1110","Fannin","44","1110",11214,11214
"G1301130","1900","Georgia","130","Fayette","1130","Fayette","44","1130",10114,10114
"G1301150","1900","Georgia","130","Floyd","1150","Floyd","44","1150",33113,33113
"G1301170","1900","Georgia","130","Forsyth","1170","Forsyth","44","1170",11550,11550
"G1301190","1900","Georgia","130","Franklin","1190","Franklin","44","1190",17700,17700
"G1301210","1900","Georgia","130","Fulton","1210","Fulton","44","1210",117363,117363
"G1301230","1900","Georgia","130","Gilmer","1230","Gilmer","44","1230",10198,10198
"G1301250","1900","Georgia","130","Glascock","1250","Glascock","44","1250",4516,4516
"G1301270","1900","Georgia","130","Glynn","1270","Glynn","44","1270",14317,14317
"G1301290","1900","Georgia","130","Gordon","1290","Gordon","44","1290",14119,14119
"G1301330","1900","Georgia","130","Greene","1330","Greene","44","1330",16542,16542
"G1301350","1900","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",25585,25585
"G1301370","1900","Georgia","130","Habersham","1370","Habersham","44","1370",13604,13604
"G1301390","1900","Georgia","130","Hall","1390","Hall","44","1390",20752,20752
"G1301410","1900","Georgia","130","Hancock","1410","Hancock","44","1410",18277,18277
"G1301430","1900","Georgia","130","Haralson","1430","Haralson","44","1430",11922,11922
"G1301450","1900","Georgia","130","Harris","1450","Harris","44","1450",18009,18009
"G1301470","1900","Georgia","130","Hart","1470","Hart","44","1470",14492,14492
"G1301490","1900","Georgia","130","Heard","1490","Heard","44","1490",11177,11177
"G1301510","1900","Georgia","130","Henry","1510","Henry","44","1510",18602,18602
"G1301530","1900","Georgia","130","Houston","1530","Houston","44","1530",22641,22641
"G1301550","1900","Georgia","130","Irwin","1550","Irwin","44","1550",13645,13645
"G1301570","1900","Georgia","130","Jackson","1570","Jackson","44","1570",24039,24039
"G1301590","1900","Georgia","130","Jasper","1590","Jasper","44","1590",15033,15033
"G1301630","1900","Georgia","130","Jefferson","1630","Jefferson","44","1630",18212,18212
"G1301670","1900","Georgia","130","Johnson","1670","Johnson","44","1670",11409,11409
"G1301690","1900","Georgia","130","Jones","1690","Jones","44","1690",13358,13358
"G1301750","1900","Georgia","130","Laurens","1750","Laurens","44","1750",25908,25908
"G1301770","1900","Georgia","130","Lee","1770","Lee","44","1770",10344,10344
"G1301790","1900","Georgia","130","Liberty","1790","Liberty","44","1790",13093,13093
"G1301810","1900","Georgia","130","Lincoln","1810","Lincoln","44","1810",7156,7156
"G1301850","1900","Georgia","130","Lowndes","1850","Lowndes","44","1850",20036,20036
"G1301870","1900","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",7433,7433
"G1301890","1900","Georgia","130","McDuffie","1890","Mcduffie","44","1890",9804,9804
"G1301910","1900","Georgia","130","McIntosh","1910","Mcintosh","44","1910",6537,6537
"G1301930","1900","Georgia","130","Macon","1930","Macon","44","1930",14093,14093
"G1301950","1900","Georgia","130","Madison","1950","Madison","44","1950",13224,13224
"G1301970","1900","Georgia","130","Marion","1970","Marion","44","1970",10080,10080
"G1301990","1900","Georgia","130","Meriwether","1990","Meriwether","44","1990",23339,23339
"G1302010","1900","Georgia","130","Miller","2010","Miller","44","2010",6319,6319
"G1302015","1900","Georgia","130","Milton","2015","Milton","44","2030",6763,6763
"G1302050","1900","Georgia","130","Mitchell","2050","Mitchell","44","2050",14767,14767
"G1302070","1900","Georgia","130","Monroe","2070","Monroe","44","2070",20682,20682
"G1302090","1900","Georgia","130","Montgomery","2090","Montgomery","44","2090",16359,16359
"G1302110","1900","Georgia","130","Morgan","2110","Morgan","44","2110",15813,15813
"G1302130","1900","Georgia","130","Murray","2130","Murray","44","2130",8623,8623
"G1302150","1900","Georgia","130","Muscogee","2150","Muscogee","44","2150",29836,29836
"G1302170","1900","Georgia","130","Newton","2170","Newton","44","2170",16734,16734
"G1302190","1900","Georgia","130","Oconee","2190","Oconee","44","2190",8602,8602
"G1302210","1900","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",17881,17881
"G1302230","1900","Georgia","130","Paulding","2230","Paulding","44","2230",12969,12969
"G1302270","1900","Georgia","130","Pickens","2270","Pickens","44","2270",8641,8641
"G1302290","1900","Georgia","130","Pierce","2290","Pierce","44","2290",8100,8100
"G1302310","1900","Georgia","130","Pike","2310","Pike","44","2310",18761,18761
"G1302330","1900","Georgia","130","Polk","2330","Polk","44","2330",17856,17856
"G1302350","1900","Georgia","130","Pulaski","2350","Pulaski","44","2350",18489,18489
"G1302370","1900","Georgia","130","Putnam","2370","Putnam","44","2370",13436,13436
"G1302390","1900","Georgia","130","Quitman","2390","Quitman","44","2390",4701,4701
"G1302410","1900","Georgia","130","Rabun","2410","Rabun","44","2410",6285,6285
"G1302430","1900","Georgia","130","Randolph","2430","Randolph","44","2430",16847,16847
"G1302450","1900","Georgia","130","Richmond","2450","Richmond","44","2450",53735,53735
"G1302470","1900","Georgia","130","Rockdale","2470","Rockdale","44","2470",7515,7515
"G1302490","1900","Georgia","130","Schley","2490","Schley","44","2490",5499,5499
"G1302510","1900","Georgia","130","Screven","2510","Screven","44","2510",19252,19252
"G1302550","1900","Georgia","130","Spalding","2550","Spalding","44","2550",17619,17619
"G1302590","1900","Georgia","130","Stewart","2590","Stewart","44","2590",15856,15856
"G1302610","1900","Georgia","130","Sumter","2610","Sumter","44","2610",26212,26212
"G1302630","1900","Georgia","130","Talbot","2630","Talbot","44","2630",12197,12197
"G1302650","1900","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",7912,7912
"G1302670","1900","Georgia","130","Tattnall","2670","Tattnall","44","2670",20419,20419
"G1302690","1900","Georgia","130","Taylor","2690","Taylor","44","2690",9846,9846
"G1302710","1900","Georgia","130","Telfair","2710","Telfair","44","2710",10083,10083
"G1302730","1900","Georgia","130","Terrell","2730","Terrell","44","2730",19023,19023
"G1302750","1900","Georgia","130","Thomas","2750","Thomas","44","2750",31076,31076
"G1302810","1900","Georgia","130","Towns","2810","Towns","44","2810",4748,4748
"G1302850","1900","Georgia","130","Troup","2850","Troup","44","2850",24002,24002
"G1302890","1900","Georgia","130","Twiggs","2890","Twiggs","44","2890",8716,8716
"G1302910","1900","Georgia","130","Union","2910","Union","44","2910",8481,8481
"G1302930","1900","Georgia","130","Upson","2930","Upson","44","2930",13670,13670
"G1302950","1900","Georgia","130","Walker","2950","Walker","44","2950",15661,15661
"G1302970","1900","Georgia","130","Walton","2970","Walton","44","2970",20942,20942
"G1302990","1900","Georgia","130","Ware","2990","Ware","44","2990",13761,13761
"G1303010","1900","Georgia","130","Warren","3010","Warren","44","3010",11463,11463
"G1303030","1900","Georgia","130","Washington","3030","Washington","44","3030",28227,28227
"G1303050","1900","Georgia","130","Wayne","3050","Wayne","44","3050",9449,9449
"G1303070","1900","Georgia","130","Webster","3070","Webster","44","3070",6618,6618
"G1303110","1900","Georgia","130","White","3110","White","44","3110",5912,5912
"G1303130","1900","Georgia","130","Whitfield","3130","Whitfield","44","3130",14509,14509
"G1303150","1900","Georgia","130","Wilcox","3150","Wilcox","44","3150",11097,11097
"G1303170","1900","Georgia","130","Wilkes","3170","Wilkes","44","3170",20866,20866
"G1303190","1900","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",11440,11440
"G1303210","1900","Georgia","130","Worth","3210","Worth","44","3210",18664,18664
"G1550015","1900","Hawaii Territory","155","Hawaii","0015","Hawaii","82","10",46843,46843
"G1550075","1900","Hawaii Territory","155","Kauai","0075","Kauai","82","70",20562,20562
"G1550095","1900","Hawaii Territory","155","Maui","0095","Maui","82","90",25416,25416
"G1550115","1900","Hawaii Territory","155","Molokai","0115","Molokai","82","8091",2504,2504
"G1550135","1900","Hawaii Territory","155","Niihau","0135","Niihau","82","8070",172,172
"G1550155","1900","Hawaii Territory","155","Oahu","0155","Oahu","82","30",58504,58504
"G1600010","1900","Idaho","160","Ada","0010","Ada","63","10",11559,11559
"G1600050","1900","Idaho","160","Bannock","0050","Bannock","63","50",11702,11702
"G1600070","1900","Idaho","160","Bear Lake","0070","Bear Lake","63","70",7051,7051
"G1600110","1900","Idaho","160","Bingham","0110","Bingham","63","110",10447,10447
"G1600130","1900","Idaho","160","Blaine","0130","Blaine","63","130",4900,4900
"G1600150","1900","Idaho","160","Boise","0150","Boise","63","150",4174,4174
"G1600270","1900","Idaho","160","Canyon","0270","Canyon","63","270",7497,7497
"G1600310","1900","Idaho","160","Cassia","0310","Cassia","63","310",3951,3951
"G1600370","1900","Idaho","160","Custer","0370","Custer","63","370",2049,2049
"G1600390","1900","Idaho","160","Elmore","0390","Elmore","63","390",2286,2286
"G1600430","1900","Idaho","160","Fremont","0430","Fremont","63","430",12821,12821
"G1600490","1900","Idaho","160","Idaho","0490","Idaho","63","490",9121,9121
"G1600550","1900","Idaho","160","Kootenai","0550","Kootenai","63","550",10216,10216
"G1600570","1900","Idaho","160","Latah","0570","Latah","63","570",13451,13451
"G1600590","1900","Idaho","160","Lemhi","0590","Lemhi","63","590",3446,3446
"G1600630","1900","Idaho","160","Lincoln","0630","Lincoln","63","630",1784,1784
"G1600690","1900","Idaho","160","Nez Perce","0690","Nez Perce","63","690",13748,13748
"G1600710","1900","Idaho","160","Oneida","0710","Oneida","63","710",8933,8933
"G1600730","1900","Idaho","160","Owyhee","0730","Owyhee","63","730",3804,3804
"G1600790","1900","Idaho","160","Shoshone","0790","Shoshone","63","790",11950,11950
"G1600870","1900","Idaho","160","Washington","0870","Washington","63","870",6882,6882
"G1609015","1900","Idaho","160","Coeur d'Alane Indian Reservation","9015","Coeur d'Alane Indian Reservation","63","355",,
"G1609035","1900","Idaho","160","Fort Hall Indian Reservation","9035","Fort Hall Indian Reservation","63","395",,
"G1609055","1900","Idaho","160","Lemhi Indian Reservation","9055","Lemhi Indian Reservation","63","595",,
"G1700010","1900","Illinois","170","Adams","0010","Adams","21","10",67058,67058
"G1700030","1900","Illinois","170","Alexander","0030","Alexander","21","30",19384,19384
"G1700050","1900","Illinois","170","Bond","0050","Bond","21","50",16078,16078
"G1700070","1900","Illinois","170","Boone","0070","Boone","21","70",15791,15791
"G1700090","1900","Illinois","170","Brown","0090","Brown","21","90",11557,11557
"G1700110","1900","Illinois","170","Bureau","0110","Bureau","21","110",41112,41112
"G1700130","1900","Illinois","170","Calhoun","0130","Calhoun","21","130",8917,8917
"G1700150","1900","Illinois","170","Carroll","0150","Carroll","21","150",18963,18963
"G1700170","1900","Illinois","170","Cass","0170","Cass","21","170",17222,17222
"G1700190","1900","Illinois","170","Champaign","0190","Champaign","21","190",47622,47622
"G1700210","1900","Illinois","170","Christian","0210","Christian","21","210",32790,32790
"G1700230","1900","Illinois","170","Clark","0230","Clark","21","230",24033,24033
"G1700250","1900","Illinois","170","Clay","0250","Clay","21","250",19553,19553
"G1700270","1900","Illinois","170","Clinton","0270","Clinton","21","270",19824,19824
"G1700290","1900","Illinois","170","Coles","0290","Coles","21","290",34146,34146
"G1700310","1900","Illinois","170","Cook","0310","Cook","21","310",1838735,1838735
"G1700330","1900","Illinois","170","Crawford","0330","Crawford","21","330",19240,19240
"G1700350","1900","Illinois","170","Cumberland","0350","Cumberland","21","350",16124,16124
