GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7L001,A81001
"G1201290","1920","Florida","120","Wakulla","1290","Wakulla","43","1290",5129,5129
"G1201310","1920","Florida","120","Walton","1310","Walton","43","1310",12119,12119
"G1201330","1920","Florida","120","Washington","1330","Washington","43","1330",11828,11828
"G1300010","1920","Georgia","130","Appling","0010","Appling","44","10",10594,10594
"G1300030","1920","Georgia","130","Atkinson","0030","Atkinson","44","30",7656,7656
"G1300050","1920","Georgia","130","Bacon","0050","Bacon","44","50",6460,6460
"G1300070","1920","Georgia","130","Baker","0070","Baker","44","70",8298,8298
"G1300090","1920","Georgia","130","Baldwin","0090","Baldwin","44","90",19791,19791
"G1300110","1920","Georgia","130","Banks","0110","Banks","44","110",11814,11814
"G1300130","1920","Georgia","130","Barrow","0130","Barrow","44","130",13188,13188
"G1300150","1920","Georgia","130","Bartow","0150","Bartow","44","150",24527,24527
"G1300170","1920","Georgia","130","Ben Hill","0170","Ben Hill","44","170",14599,14599
"G1300190","1920","Georgia","130","Berrien","0190","Berrien","44","190",15573,15573
"G1300210","1920","Georgia","130","Bibb","0210","Bibb","44","210",71304,71304
"G1300230","1920","Georgia","130","Bleckley","0230","Bleckley","44","230",10532,10532
"G1300270","1920","Georgia","130","Brooks","0270","Brooks","44","270",24538,24538
"G1300290","1920","Georgia","130","Bryan","0290","Bryan","44","290",6343,6343
"G1300310","1920","Georgia","130","Bulloch","0310","Bulloch","44","310",26133,26133
"G1300330","1920","Georgia","130","Burke","0330","Burke","44","330",30836,30836
"G1300350","1920","Georgia","130","Butts","0350","Butts","44","350",12327,12327
"G1300370","1920","Georgia","130","Calhoun","0370","Calhoun","44","370",10225,10225
"G1300390","1920","Georgia","130","Camden","0390","Camden","44","390",6969,6969
"G1300395","1920","Georgia","130","Campbell","0395","Campbell","44","410",11709,11709
"G1300430","1920","Georgia","130","Candler","0430","Candler","44","430",9228,9228
"G1300450","1920","Georgia","130","Carroll","0450","Carroll","44","450",34752,34752
"G1300470","1920","Georgia","130","Catoosa","0470","Catoosa","44","470",6677,6677
"G1300490","1920","Georgia","130","Charlton","0490","Charlton","44","490",4536,4536
"G1300510","1920","Georgia","130","Chatham","0510","Chatham","44","510",100032,100032
"G1300530","1920","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",5266,5266
"G1300550","1920","Georgia","130","Chattooga","0550","Chattooga","44","550",14312,14312
"G1300570","1920","Georgia","130","Cherokee","0570","Cherokee","44","570",18569,18569
"G1300590","1920","Georgia","130","Clarke","0590","Clarke","44","590",26111,26111
"G1300610","1920","Georgia","130","Clay","0610","Clay","44","610",7557,7557
"G1300630","1920","Georgia","130","Clayton","0630","Clayton","44","630",11159,11159
"G1300650","1920","Georgia","130","Clinch","0650","Clinch","44","650",7984,7984
"G1300670","1920","Georgia","130","Cobb","0670","Cobb","44","670",30437,30437
"G1300690","1920","Georgia","130","Coffee","0690","Coffee","44","690",18653,18653
"G1300710","1920","Georgia","130","Colquitt","0710","Colquitt","44","710",29332,29332
"G1300730","1920","Georgia","130","Columbia","0730","Columbia","44","730",11718,11718
"G1300750","1920","Georgia","130","Cook","0750","Cook","44","750",11180,11180
"G1300770","1920","Georgia","130","Coweta","0770","Coweta","44","770",29047,29047
"G1300790","1920","Georgia","130","Crawford","0790","Crawford","44","790",8893,8893
"G1300810","1920","Georgia","130","Crisp","0810","Crisp","44","810",18914,18914
"G1300830","1920","Georgia","130","Dade","0830","Dade","44","830",3918,3918
"G1300850","1920","Georgia","130","Dawson","0850","Dawson","44","850",4204,4204
"G1300870","1920","Georgia","130","Decatur","0870","Decatur","44","870",31785,31785
"G1300890","1920","Georgia","130","DeKalb","0890","De Kalb","44","890",44051,44051
"G1300910","1920","Georgia","130","Dodge","0910","Dodge","44","910",22540,22540
"G1300930","1920","Georgia","130","Dooly","0930","Dooly","44","930",20522,20522
"G1300950","1920","Georgia","130","Dougherty","0950","Dougherty","44","950",20063,20063
"G1300970","1920","Georgia","130","Douglas","0970","Douglas","44","970",10477,10477
"G1300990","1920","Georgia","130","Early","0990","Early","44","990",18983,18983
"G1301010","1920","Georgia","130","Echols","1010","Echols","44","1010",3313,3313
"G1301030","1920","Georgia","130","Effingham","1030","Effingham","44","1030",9985,9985
"G1301050","1920","Georgia","130","Elbert","1050","Elbert","44","1050",23905,23905
"G1301070","1920","Georgia","130","Emanuel","1070","Emanuel","44","1070",25862,25862
"G1301090","1920","Georgia","130","Evans","1090","Evans","44","1090",6594,6594
"G1301110","1920","Georgia","130","Fannin","1110","Fannin","44","1110",12103,12103
"G1301130","1920","Georgia","130","Fayette","1130","Fayette","44","1130",11396,11396
"G1301150","1920","Georgia","130","Floyd","1150","Floyd","44","1150",39841,39841
"G1301170","1920","Georgia","130","Forsyth","1170","Forsyth","44","1170",11755,11755
"G1301190","1920","Georgia","130","Franklin","1190","Franklin","44","1190",19957,19957
"G1301210","1920","Georgia","130","Fulton","1210","Fulton","44","1210",232606,232606
"G1301230","1920","Georgia","130","Gilmer","1230","Gilmer","44","1230",8406,8406
"G1301250","1920","Georgia","130","Glascock","1250","Glascock","44","1250",4192,4192
"G1301270","1920","Georgia","130","Glynn","1270","Glynn","44","1270",19370,19370
"G1301290","1920","Georgia","130","Gordon","1290","Gordon","44","1290",17736,17736
"G1301310","1920","Georgia","130","Grady","1310","Grady","44","1310",20306,20306
"G1301330","1920","Georgia","130","Greene","1330","Greene","44","1330",18972,18972
"G1301350","1920","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",30327,30327
"G1301370","1920","Georgia","130","Habersham","1370","Habersham","44","1370",10730,10730
"G1301390","1920","Georgia","130","Hall","1390","Hall","44","1390",26822,26822
"G1301410","1920","Georgia","130","Hancock","1410","Hancock","44","1410",18357,18357
"G1301430","1920","Georgia","130","Haralson","1430","Haralson","44","1430",14440,14440
"G1301450","1920","Georgia","130","Harris","1450","Harris","44","1450",15775,15775
"G1301470","1920","Georgia","130","Hart","1470","Hart","44","1470",17944,17944
"G1301490","1920","Georgia","130","Heard","1490","Heard","44","1490",11126,11126
"G1301510","1920","Georgia","130","Henry","1510","Henry","44","1510",20420,20420
"G1301530","1920","Georgia","130","Houston","1530","Houston","44","1530",21964,21964
"G1301550","1920","Georgia","130","Irwin","1550","Irwin","44","1550",12670,12670
"G1301570","1920","Georgia","130","Jackson","1570","Jackson","44","1570",24654,24654
"G1301590","1920","Georgia","130","Jasper","1590","Jasper","44","1590",16362,16362
"G1301610","1920","Georgia","130","Jeff Davis","1610","Jeff Davis","44","1610",7322,7322
"G1301630","1920","Georgia","130","Jefferson","1630","Jefferson","44","1630",22602,22602
"G1301650","1920","Georgia","130","Jenkins","1650","Jenkins","44","1650",14328,14328
"G1301670","1920","Georgia","130","Johnson","1670","Johnson","44","1670",13546,13546
"G1301690","1920","Georgia","130","Jones","1690","Jones","44","1690",13269,13269
"G1301750","1920","Georgia","130","Laurens","1750","Laurens","44","1750",39605,39605
"G1301770","1920","Georgia","130","Lee","1770","Lee","44","1770",10904,10904
"G1301790","1920","Georgia","130","Liberty","1790","Liberty","44","1790",12707,12707
"G1301810","1920","Georgia","130","Lincoln","1810","Lincoln","44","1810",9739,9739
"G1301850","1920","Georgia","130","Lowndes","1850","Lowndes","44","1850",26521,26521
"G1301870","1920","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",5240,5240
"G1301890","1920","Georgia","130","McDuffie","1890","Mcduffie","44","1890",11509,11509
"G1301910","1920","Georgia","130","McIntosh","1910","Mcintosh","44","1910",5119,5119
"G1301930","1920","Georgia","130","Macon","1930","Macon","44","1930",17667,17667
"G1301950","1920","Georgia","130","Madison","1950","Madison","44","1950",18803,18803
"G1301970","1920","Georgia","130","Marion","1970","Marion","44","1970",7604,7604
"G1301990","1920","Georgia","130","Meriwether","1990","Meriwether","44","1990",26168,26168
"G1302010","1920","Georgia","130","Miller","2010","Miller","44","2010",9565,9565
"G1302015","1920","Georgia","130","Milton","2015","Milton","44","2030",6885,6885
"G1302050","1920","Georgia","130","Mitchell","2050","Mitchell","44","2050",25588,25588
"G1302070","1920","Georgia","130","Monroe","2070","Monroe","44","2070",20138,20138
"G1302090","1920","Georgia","130","Montgomery","2090","Montgomery","44","2090",9167,9167
"G1302110","1920","Georgia","130","Morgan","2110","Morgan","44","2110",20143,20143
"G1302130","1920","Georgia","130","Murray","2130","Murray","44","2130",9490,9490
"G1302150","1920","Georgia","130","Muscogee","2150","Muscogee","44","2150",44195,44195
"G1302170","1920","Georgia","130","Newton","2170","Newton","44","2170",21680,21680
"G1302190","1920","Georgia","130","Oconee","2190","Oconee","44","2190",11067,11067
"G1302210","1920","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",20287,20287
"G1302230","1920","Georgia","130","Paulding","2230","Paulding","44","2230",14025,14025
"G1302270","1920","Georgia","130","Pickens","2270","Pickens","44","2270",8222,8222
"G1302290","1920","Georgia","130","Pierce","2290","Pierce","44","2290",11934,11934
"G1302310","1920","Georgia","130","Pike","2310","Pike","44","2310",21212,21212
"G1302330","1920","Georgia","130","Polk","2330","Polk","44","2330",20357,20357
"G1302350","1920","Georgia","130","Pulaski","2350","Pulaski","44","2350",11587,11587
"G1302370","1920","Georgia","130","Putnam","2370","Putnam","44","2370",15151,15151
"G1302390","1920","Georgia","130","Quitman","2390","Quitman","44","2390",3417,3417
"G1302410","1920","Georgia","130","Rabun","2410","Rabun","44","2410",5746,5746
"G1302430","1920","Georgia","130","Randolph","2430","Randolph","44","2430",16721,16721
"G1302450","1920","Georgia","130","Richmond","2450","Richmond","44","2450",63692,63692
"G1302470","1920","Georgia","130","Rockdale","2470","Rockdale","44","2470",9521,9521
"G1302490","1920","Georgia","130","Schley","2490","Schley","44","2490",5243,5243
"G1302510","1920","Georgia","130","Screven","2510","Screven","44","2510",23552,23552
"G1302550","1920","Georgia","130","Spalding","2550","Spalding","44","2550",21908,21908
"G1302570","1920","Georgia","130","Stephens","2570","Stephens","44","2570",11215,11215
"G1302590","1920","Georgia","130","Stewart","2590","Stewart","44","2590",12089,12089
"G1302610","1920","Georgia","130","Sumter","2610","Sumter","44","2610",29640,29640
"G1302630","1920","Georgia","130","Talbot","2630","Talbot","44","2630",11158,11158
"G1302650","1920","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",8841,8841
"G1302670","1920","Georgia","130","Tattnall","2670","Tattnall","44","2670",14502,14502
"G1302690","1920","Georgia","130","Taylor","2690","Taylor","44","2690",11473,11473
"G1302710","1920","Georgia","130","Telfair","2710","Telfair","44","2710",15291,15291
"G1302730","1920","Georgia","130","Terrell","2730","Terrell","44","2730",19601,19601
"G1302750","1920","Georgia","130","Thomas","2750","Thomas","44","2750",33044,33044
"G1302770","1920","Georgia","130","Tift","2770","Tift","44","2770",14493,14493
"G1302790","1920","Georgia","130","Toombs","2790","Toombs","44","2790",13897,13897
"G1302810","1920","Georgia","130","Towns","2810","Towns","44","2810",3937,3937
"G1302830","1920","Georgia","130","Treutlen","2830","Treutlen","44","2830",7664,7664
"G1302850","1920","Georgia","130","Troup","2850","Troup","44","2850",36097,36097
"G1302870","1920","Georgia","130","Turner","2870","Turner","44","2870",12466,12466
"G1302890","1920","Georgia","130","Twiggs","2890","Twiggs","44","2890",10407,10407
"G1302910","1920","Georgia","130","Union","2910","Union","44","2910",6455,6455
"G1302930","1920","Georgia","130","Upson","2930","Upson","44","2930",14786,14786
"G1302950","1920","Georgia","130","Walker","2950","Walker","44","2950",23370,23370
"G1302970","1920","Georgia","130","Walton","2970","Walton","44","2970",24216,24216
"G1302990","1920","Georgia","130","Ware","2990","Ware","44","2990",28361,28361
"G1303010","1920","Georgia","130","Warren","3010","Warren","44","3010",11828,11828
"G1303030","1920","Georgia","130","Washington","3030","Washington","44","3030",28147,28147
"G1303050","1920","Georgia","130","Wayne","3050","Wayne","44","3050",14381,14381
"G1303070","1920","Georgia","130","Webster","3070","Webster","44","3070",5342,5342
"G1303090","1920","Georgia","130","Wheeler","3090","Wheeler","44","3090",9817,9817
"G1303110","1920","Georgia","130","White","3110","White","44","3110",6105,6105
"G1303130","1920","Georgia","130","Whitfield","3130","Whitfield","44","3130",16897,16897
"G1303150","1920","Georgia","130","Wilcox","3150","Wilcox","44","3150",15511,15511
"G1303170","1920","Georgia","130","Wilkes","3170","Wilkes","44","3170",24210,24210
"G1303190","1920","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",11376,11376
"G1303210","1920","Georgia","130","Worth","3210","Worth","44","3210",23863,23863
"G1550015","1920","Hawaii Territory","155","Hawaii","0015","Hawaii","82","10",64895,64895
"G1550035","1920","Hawaii Territory","155","Honolulu","0035","Honolulu","82","30",123527,123527
"G1550055","1920","Hawaii Territory","155","Kalawao","0055","Kalawao","82","50",667,667
"G1550075","1920","Hawaii Territory","155","Kauai","0075","Kauai","82","70",29438,29438
"G1550095","1920","Hawaii Territory","155","Maui","0095","Maui","82","90",37385,37385
"G1600010","1920","Idaho","160","Ada","0010","Ada","63","10",35213,35213
"G1600030","1920","Idaho","160","Adams","0030","Adams","63","30",2966,2966
"G1600050","1920","Idaho","160","Bannock","0050","Bannock","63","50",27532,27532
"G1600070","1920","Idaho","160","Bear Lake","0070","Bear Lake","63","70",8783,8783
"G1600090","1920","Idaho","160","Benewah","0090","Benewah","63","90",6997,6997
"G1600110","1920","Idaho","160","Bingham","0110","Bingham","63","110",18310,18310
"G1600130","1920","Idaho","160","Blaine","0130","Blaine","63","130",4473,4473
"G1600150","1920","Idaho","160","Boise","0150","Boise","63","150",1822,1822
"G1600170","1920","Idaho","160","Bonner","0170","Bonner","63","170",12957,12957
"G1600190","1920","Idaho","160","Bonneville","0190","Bonneville","63","190",17501,17501
"G1600210","1920","Idaho","160","Boundary","0210","Boundary","63","210",4474,4474
"G1600230","1920","Idaho","160","Butte","0230","Butte","63","230",2940,2940
"G1600250","1920","Idaho","160","Camas","0250","Camas","63","250",1730,1730
"G1600270","1920","Idaho","160","Canyon","0270","Canyon","63","270",26932,26932
"G1600290","1920","Idaho","160","Caribou","0290","Caribou","63","290",2191,2191
"G1600310","1920","Idaho","160","Cassia","0310","Cassia","63","310",15659,15659
"G1600330","1920","Idaho","160","Clark","0330","Clark","63","330",1886,1886
"G1600335","1920","Idaho","160","Clark-Fremont [multi-county reporting area]","0335","Clark-Fremont (multi-county reporting area)","63","335",,
"G1600350","1920","Idaho","160","Clearwater","0350","Clearwater","63","350",4993,4993
"G1600370","1920","Idaho","160","Custer","0370","Custer","63","370",3550,3550
"G1600390","1920","Idaho","160","Elmore","0390","Elmore","63","390",5087,5087
"G1600410","1920","Idaho","160","Franklin","0410","Franklin","63","410",8650,8650
"G1600430","1920","Idaho","160","Fremont","0430","Fremont","63","430",10380,10380
