GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A3Y001,A3Y002
"G4800810","1910","Texas","480","Coke","0810","Coke","49","810",6412,3430
"G4800830","1910","Texas","480","Coleman","0830","Coleman","49","830",22618,10077
"G4800850","1910","Texas","480","Collin","0850","Collin","49","850",49021,50087
"G4800870","1910","Texas","480","Collingsworth","0870","Collingsworth","49","870",5224,1233
"G4800890","1910","Texas","480","Colorado","0890","Colorado","49","890",18897,22203
"G4800910","1910","Texas","480","Comal","0910","Comal","49","910",8434,7008
"G4800930","1910","Texas","480","Comanche","0930","Comanche","49","930",27186,23009
"G4800950","1910","Texas","480","Concho","0950","Concho","49","950",6654,1427
"G4800970","1910","Texas","480","Cooke","0970","Cooke","49","970",26603,27494
"G4800990","1910","Texas","480","Coryell","0990","Coryell","49","990",21703,21308
"G4801010","1910","Texas","480","Cottle","1010","Cottle","49","1010",4396,1002
"G4801030","1910","Texas","480","Crane","1030","Crane","49","1030",331,51
"G4801050","1910","Texas","480","Crockett","1050","Crockett","49","1050",1296,1591
"G4801070","1910","Texas","480","Crosby","1070","Crosby","49","1070",1765,788
"G4801110","1910","Texas","480","Dallam","1110","Dallam","49","1110",4001,146
"G4801130","1910","Texas","480","Dallas","1130","Dallas","49","1130",135748,82726
"G4801150","1910","Texas","480","Dawson","1150","Dawson","49","1150",2320,37
"G4801170","1910","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",3942,843
"G4801190","1910","Texas","480","Delta","1190","Delta","49","1190",14566,15249
"G4801210","1910","Texas","480","Denton","1210","Denton","49","1210",31258,28318
"G4801230","1910","Texas","480","DeWitt","1230","De Witt","49","1230",23501,21311
"G4801250","1910","Texas","480","Dickens","1250","Dickens","49","1250",3092,1151
"G4801270","1910","Texas","480","Dimmit","1270","Dimmit","49","1270",3460,1106
"G4801290","1910","Texas","480","Donley","1290","Donley","49","1290",5284,2756
"G4801310","1910","Texas","480","Duval","1310","Duval","49","1310",8964,8483
"G4801330","1910","Texas","480","Eastland","1330","Eastland","49","1330",23421,17971
"G4801350","1910","Texas","480","Ector","1350","Ector","49","1350",1178,381
"G4801370","1910","Texas","480","Edwards","1370","Edwards","49","1370",3768,3108
"G4801390","1910","Texas","480","Ellis","1390","Ellis","49","1390",53629,50059
"G4801410","1910","Texas","480","El Paso","1410","El Paso","49","1410",52599,24886
"G4801430","1910","Texas","480","Erath","1430","Erath","49","1430",32095,29966
"G4801450","1910","Texas","480","Falls","1450","Falls","49","1450",35649,33342
"G4801470","1910","Texas","480","Fannin","1470","Fannin","49","1470",44801,51793
"G4801490","1910","Texas","480","Fayette","1490","Fayette","49","1490",29796,36542
"G4801510","1910","Texas","480","Fisher","1510","Fisher","49","1510",12596,3708
"G4801530","1910","Texas","480","Floyd","1530","Floyd","49","1530",4638,2020
"G4801550","1910","Texas","480","Foard","1550","Foard","49","1550",5726,1568
"G4801570","1910","Texas","480","Fort Bend","1570","Fort Bend","49","1570",18168,16538
"G4801590","1910","Texas","480","Franklin","1590","Franklin","49","1590",9331,8674
"G4801610","1910","Texas","480","Freestone","1610","Freestone","49","1610",20557,18910
"G4801630","1910","Texas","480","Frio","1630","Frio","49","1630",8895,4200
"G4801650","1910","Texas","480","Gaines","1650","Gaines","49","1650",1255,55
"G4801670","1910","Texas","480","Galveston","1670","Galveston","49","1670",44479,44116
"G4801690","1910","Texas","480","Garza","1690","Garza","49","1690",1995,185
"G4801710","1910","Texas","480","Gillespie","1710","Gillespie","49","1710",9447,8229
"G4801730","1910","Texas","480","Glasscock","1730","Glasscock","49","1730",1143,286
"G4801750","1910","Texas","480","Goliad","1750","Goliad","49","1750",9909,8310
"G4801770","1910","Texas","480","Gonzales","1770","Gonzales","49","1770",28055,28882
"G4801790","1910","Texas","480","Gray","1790","Gray","49","1790",3405,480
"G4801810","1910","Texas","480","Grayson","1810","Grayson","49","1810",65996,63661
"G4801830","1910","Texas","480","Gregg","1830","Gregg","49","1830",14140,12343
"G4801850","1910","Texas","480","Grimes","1850","Grimes","49","1850",21205,26106
"G4801870","1910","Texas","480","Guadalupe","1870","Guadalupe","49","1870",24913,21385
"G4801890","1910","Texas","480","Hale","1890","Hale","49","1890",7566,1680
"G4801910","1910","Texas","480","Hall","1910","Hall","49","1910",8279,1670
"G4801930","1910","Texas","480","Hamilton","1930","Hamilton","49","1930",15315,13520
"G4801950","1910","Texas","480","Hansford","1950","Hansford","49","1950",935,167
"G4801970","1910","Texas","480","Hardeman","1970","Hardeman","49","1970",11213,3634
"G4801990","1910","Texas","480","Hardin","1990","Hardin","49","1990",12947,5049
"G4802010","1910","Texas","480","Harris","2010","Harris","49","2010",115693,63786
"G4802030","1910","Texas","480","Harrison","2030","Harrison","49","2030",37243,31878
"G4802050","1910","Texas","480","Hartley","2050","Hartley","49","2050",1298,377
"G4802070","1910","Texas","480","Haskell","2070","Haskell","49","2070",16249,2637
"G4802090","1910","Texas","480","Hays","2090","Hays","49","2090",15518,14142
"G4802110","1910","Texas","480","Hemphill","2110","Hemphill","49","2110",3170,815
"G4802130","1910","Texas","480","Henderson","2130","Henderson","49","2130",20131,19970
"G4802150","1910","Texas","480","Hidalgo","2150","Hidalgo","49","2150",13728,6837
"G4802170","1910","Texas","480","Hill","2170","Hill","49","2170",46760,41355
"G4802190","1910","Texas","480","Hockley","2190","Hockley","49","2190",137,44
"G4802210","1910","Texas","480","Hood","2210","Hood","49","2210",10008,9146
"G4802230","1910","Texas","480","Hopkins","2230","Hopkins","49","2230",31038,27950
"G4802250","1910","Texas","480","Houston","2250","Houston","49","2250",29564,25452
"G4802270","1910","Texas","480","Howard","2270","Howard","49","2270",8881,2528
"G4802310","1910","Texas","480","Hunt","2310","Hunt","49","2310",48116,47295
"G4802330","1910","Texas","480","Hutchinson","2330","Hutchinson","49","2330",892,303
"G4802350","1910","Texas","480","Irion","2350","Irion","49","2350",1283,848
"G4802370","1910","Texas","480","Jack","2370","Jack","49","2370",11817,10224
"G4802390","1910","Texas","480","Jackson","2390","Jackson","49","2390",6471,6094
"G4802410","1910","Texas","480","Jasper","2410","Jasper","49","2410",14000,7138
"G4802430","1910","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1678,1150
"G4802450","1910","Texas","480","Jefferson","2450","Jefferson","49","2450",38182,14239
"G4802510","1910","Texas","480","Johnson","2510","Johnson","49","2510",34460,33819
"G4802530","1910","Texas","480","Jones","2530","Jones","49","2530",24299,7053
"G4802550","1910","Texas","480","Karnes","2550","Karnes","49","2550",14942,8681
"G4802570","1910","Texas","480","Kaufman","2570","Kaufman","49","2570",35323,33376
"G4802590","1910","Texas","480","Kendall","2590","Kendall","49","2590",4517,4103
"G4802630","1910","Texas","480","Kent","2630","Kent","49","2630",2655,899
"G4802650","1910","Texas","480","Kerr","2650","Kerr","49","2650",5505,4980
"G4802670","1910","Texas","480","Kimble","2670","Kimble","49","2670",3261,2503
"G4802690","1910","Texas","480","King","2690","King","49","2690",810,490
"G4802710","1910","Texas","480","Kinney","2710","Kinney","49","2710",3401,2447
"G4802750","1910","Texas","480","Knox","2750","Knox","49","2750",9625,2322
"G4802770","1910","Texas","480","Lamar","2770","Lamar","49","2770",46544,48627
"G4802790","1910","Texas","480","Lamb","2790","Lamb","49","2790",540,31
"G4802810","1910","Texas","480","Lampasas","2810","Lampasas","49","2810",9532,8625
"G4802830","1910","Texas","480","La Salle","2830","La Salle","49","2830",4747,2303
"G4802850","1910","Texas","480","Lavaca","2850","Lavaca","49","2850",26418,28121
"G4802870","1910","Texas","480","Lee","2870","Lee","49","2870",13132,14595
"G4802890","1910","Texas","480","Leon","2890","Leon","49","2890",16583,18072
"G4802910","1910","Texas","480","Liberty","2910","Liberty","49","2910",10686,8102
"G4802930","1910","Texas","480","Limestone","2930","Limestone","49","2930",34621,32573
"G4802950","1910","Texas","480","Lipscomb","2950","Lipscomb","49","2950",2634,790
"G4802970","1910","Texas","480","Live Oak","2970","Live Oak","49","2970",3442,2268
"G4802990","1910","Texas","480","Llano","2990","Llano","49","2990",6520,7301
"G4803010","1910","Texas","480","Loving","3010","Loving","49","3010",249,33
"G4803030","1910","Texas","480","Lubbock","3030","Lubbock","49","3030",3624,293
"G4803050","1910","Texas","480","Lynn","3050","Lynn","49","3050",1713,17
"G4803070","1910","Texas","480","McCulloch","3070","Mcculloch","49","3070",13405,3960
"G4803090","1910","Texas","480","McLennan","3090","Mclennan","49","3090",73250,59772
"G4803110","1910","Texas","480","McMullen","3110","Mcmullen","49","3110",1091,1024
"G4803130","1910","Texas","480","Madison","3130","Madison","49","3130",10318,10432
"G4803150","1910","Texas","480","Marion","3150","Marion","49","3150",10472,10754
"G4803170","1910","Texas","480","Martin","3170","Martin","49","3170",1549,332
"G4803190","1910","Texas","480","Mason","3190","Mason","49","3190",5683,5573
"G4803210","1910","Texas","480","Matagorda","3210","Matagorda","49","3210",13594,6097
"G4803230","1910","Texas","480","Maverick","3230","Maverick","49","3230",5151,4066
"G4803250","1910","Texas","480","Medina","3250","Medina","49","3250",13415,7783
"G4803270","1910","Texas","480","Menard","3270","Menard","49","3270",2707,2011
"G4803290","1910","Texas","480","Midland","3290","Midland","49","3290",3464,1741
"G4803310","1910","Texas","480","Milam","3310","Milam","49","3310",36780,39666
"G4803330","1910","Texas","480","Mills","3330","Mills","49","3330",9694,7851
"G4803350","1910","Texas","480","Mitchell","3350","Mitchell","49","3350",8956,2855
"G4803370","1910","Texas","480","Montague","3370","Montague","49","3370",25123,24800
"G4803390","1910","Texas","480","Montgomery","3390","Montgomery","49","3390",15679,17067
"G4803410","1910","Texas","480","Moore","3410","Moore","49","3410",561,209
"G4803430","1910","Texas","480","Morris","3430","Morris","49","3430",10439,8220
"G4803450","1910","Texas","480","Motley","3450","Motley","49","3450",2396,1257
"G4803470","1910","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",27406,24663
"G4803490","1910","Texas","480","Navarro","3490","Navarro","49","3490",47070,43374
"G4803510","1910","Texas","480","Newton","3510","Newton","49","3510",10850,7282
"G4803530","1910","Texas","480","Nolan","3530","Nolan","49","3530",11999,2611
"G4803550","1910","Texas","480","Nueces","3550","Nueces","49","3550",21955,10439
"G4803570","1910","Texas","480","Ochiltree","3570","Ochiltree","49","3570",1602,267
"G4803590","1910","Texas","480","Oldham","3590","Oldham","49","3590",812,349
"G4803610","1910","Texas","480","Orange","3610","Orange","49","3610",9528,5905
"G4803630","1910","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",19506,12291
"G4803650","1910","Texas","480","Panola","3650","Panola","49","3650",20424,21404
"G4803670","1910","Texas","480","Parker","3670","Parker","49","3670",26331,25823
"G4803690","1910","Texas","480","Parmer","3690","Parmer","49","3690",1555,34
"G4803710","1910","Texas","480","Pecos","3710","Pecos","49","3710",2071,
"G4803730","1910","Texas","480","Polk","3730","Polk","49","3730",17459,14447
"G4803750","1910","Texas","480","Potter","3750","Potter","49","3750",12424,1820
"G4803770","1910","Texas","480","Presidio","3770","Presidio","49","3770",5218,3673
"G4803790","1910","Texas","480","Rains","3790","Rains","49","3790",6787,6127
"G4803810","1910","Texas","480","Randall","3810","Randall","49","3810",3312,963
"G4803830","1910","Texas","480","Reagan","3830","Reagan","49","3830",392,
"G4803870","1910","Texas","480","Red River","3870","Red River","49","3870",28564,29893
"G4803890","1910","Texas","480","Reeves","3890","Reeves","49","3890",4392,1847
"G4803910","1910","Texas","480","Refugio","3910","Refugio","49","3910",2814,1641
"G4803930","1910","Texas","480","Roberts","3930","Roberts","49","3930",950,620
"G4803950","1910","Texas","480","Robertson","3950","Robertson","49","3950",27454,31480
"G4803970","1910","Texas","480","Rockwall","3970","Rockwall","49","3970",8072,8531
"G4803990","1910","Texas","480","Runnels","3990","Runnels","49","3990",20858,5379
"G4804010","1910","Texas","480","Rusk","4010","Rusk","49","4010",26946,26099
"G4804030","1910","Texas","480","Sabine","4030","Sabine","49","4030",8582,6394
"G4804050","1910","Texas","480","San Augustine","4050","San Augustine","49","4050",11264,8434
"G4804070","1910","Texas","480","San Jacinto","4070","San Jacinto","49","4070",9542,10277
"G4804090","1910","Texas","480","San Patricio","4090","San Patricio","49","4090",7307,2372
"G4804110","1910","Texas","480","San Saba","4110","San Saba","49","4110",11245,7569
"G4804130","1910","Texas","480","Schleicher","4130","Schleicher","49","4130",1893,515
"G4804150","1910","Texas","480","Scurry","4150","Scurry","49","4150",10924,4158
"G4804170","1910","Texas","480","Shackelford","4170","Shackelford","49","4170",4201,2461
"G4804190","1910","Texas","480","Shelby","4190","Shelby","49","4190",26423,20452
"G4804210","1910","Texas","480","Sherman","4210","Sherman","49","4210",1376,104
"G4804230","1910","Texas","480","Smith","4230","Smith","49","4230",41746,37370
"G4804250","1910","Texas","480","Somervell","4250","Somervell","49","4250",3931,3498
"G4804270","1910","Texas","480","Starr","4270","Starr","49","4270",13151,11469
"G4804290","1910","Texas","480","Stephens","4290","Stephens","49","4290",7980,6466
"G4804310","1910","Texas","480","Sterling","4310","Sterling","49","4310",1493,1127
"G4804330","1910","Texas","480","Stonewall","4330","Stonewall","49","4330",5320,2183
"G4804350","1910","Texas","480","Sutton","4350","Sutton","49","4350",1569,1727
"G4804370","1910","Texas","480","Swisher","4370","Swisher","49","4370",4012,1227
"G4804390","1910","Texas","480","Tarrant","4390","Tarrant","49","4390",108572,52376
"G4804410","1910","Texas","480","Taylor","4410","Taylor","49","4410",26293,10499
"G4804430","1910","Texas","480","Terrell","4430","Terrell","49","4430",1430,
"G4804450","1910","Texas","480","Terry","4450","Terry","49","4450",1474,48
"G4804470","1910","Texas","480","Throckmorton","4470","Throckmorton","49","4470",4563,1750
"G4804490","1910","Texas","480","Titus","4490","Titus","49","4490",16422,12292
"G4804510","1910","Texas","480","Tom Green","4510","Tom Green","49","4510",17882,
"G4804530","1910","Texas","480","Travis","4530","Travis","49","4530",55620,47386
"G4804550","1910","Texas","480","Trinity","4550","Trinity","49","4550",12768,10976
"G4804570","1910","Texas","480","Tyler","4570","Tyler","49","4570",10250,11899
"G4804590","1910","Texas","480","Upshur","4590","Upshur","49","4590",19960,16266
"G4804610","1910","Texas","480","Upton","4610","Upton","49","4610",501,48
"G4804630","1910","Texas","480","Uvalde","4630","Uvalde","49","4630",11233,4647
"G4804650","1910","Texas","480","Val Verde","4650","Val Verde","49","4650",8613,5263
"G4804670","1910","Texas","480","Van Zandt","4670","Van Zandt","49","4670",25651,25481
"G4804690","1910","Texas","480","Victoria","4690","Victoria","49","4690",14990,13678
"G4804710","1910","Texas","480","Walker","4710","Walker","49","4710",16061,15813
"G4804730","1910","Texas","480","Waller","4730","Waller","49","4730",12138,14246
"G4804750","1910","Texas","480","Ward","4750","Ward","49","4750",2389,1451
"G4804770","1910","Texas","480","Washington","4770","Washington","49","4770",25561,32931
"G4804790","1910","Texas","480","Webb","4790","Webb","49","4790",22503,21851
"G4804810","1910","Texas","480","Wharton","4810","Wharton","49","4810",21123,16942
"G4804830","1910","Texas","480","Wheeler","4830","Wheeler","49","4830",5258,636
"G4804850","1910","Texas","480","Wichita","4850","Wichita","49","4850",16094,5806
"G4804870","1910","Texas","480","Wilbarger","4870","Wilbarger","49","4870",12000,5759
"G4804910","1910","Texas","480","Williamson","4910","Williamson","49","4910",42228,38072
"G4804930","1910","Texas","480","Wilson","4930","Wilson","49","4930",17066,13961
"G4804950","1910","Texas","480","Winkler","4950","Winkler","49","4950",442,60
"G4804970","1910","Texas","480","Wise","4970","Wise","49","4970",26450,27116
"G4804990","1910","Texas","480","Wood","4990","Wood","49","4990",23417,21048
"G4805010","1910","Texas","480","Yoakum","5010","Yoakum","49","5010",602,26
"G4805030","1910","Texas","480","Young","5030","Young","49","5030",13657,6540
"G4805050","1910","Texas","480","Zapata","5050","Zapata","49","5050",3809,4760
"G4805070","1910","Texas","480","Zavala","5070","Zavala","49","5070",1889,792
"G4900010","1910","Utah","490","Beaver","0010","Beaver","67","10",4717,3613
"G4900030","1910","Utah","490","Box Elder","0030","Box Elder","67","30",13894,10009
"G4900050","1910","Utah","490","Cache","0050","Cache","67","50",23062,18139
"G4900070","1910","Utah","490","Carbon","0070","Carbon","67","70",8624,5004
"G4900110","1910","Utah","490","Davis","0110","Davis","67","110",10191,7996
"G4900150","1910","Utah","490","Emery","0150","Emery","67","150",6750,4657
"G4900170","1910","Utah","490","Garfield","0170","Garfield","67","170",3660,3400
"G4900190","1910","Utah","490","Grand","0190","Grand","67","190",1595,1149
"G4900210","1910","Utah","490","Iron","0210","Iron","67","210",3933,3546
"G4900230","1910","Utah","490","Juab","0230","Juab","67","230",10702,10082
"G4900250","1910","Utah","490","Kane","0250","Kane","67","250",1652,1811
"G4900270","1910","Utah","490","Millard","0270","Millard","67","270",6118,5678
"G4900290","1910","Utah","490","Morgan","0290","Morgan","67","290",2467,2045
"G4900310","1910","Utah","490","Piute","0310","Piute","67","310",1734,1554
"G4900330","1910","Utah","490","Rich","0330","Rich","67","330",1883,1946
"G4900350","1910","Utah","490","Salt Lake","0350","Salt Lake","67","350",131426,77725
"G4900370","1910","Utah","490","San Juan","0370","San Juan","67","370",2377,1023
"G4900390","1910","Utah","490","Sanpete","0390","Sanpete","67","390",16704,16313
"G4900410","1910","Utah","490","Sevier","0410","Sevier","67","410",9775,8851
"G4900430","1910","Utah","490","Summit","0430","Summit","67","430",8200,9439
"G4900450","1910","Utah","490","Tooele","0450","Tooele","67","450",7924,7361
"G4900470","1910","Utah","490","Uintah","0470","Uintah","67","470",7050,6458
"G4900490","1910","Utah","490","Utah","0490","Utah","67","490",37942,32456
"G4900510","1910","Utah","490","Wasatch","0510","Wasatch","67","510",8920,4736
"G4900530","1910","Utah","490","Washington","0530","Washington","67","530",5123,4612
"G4900550","1910","Utah","490","Wayne","0550","Wayne","67","550",1749,1907
"G4900570","1910","Utah","490","Weber","0570","Weber","67","570",35179,25239
"G5000010","1910","Vermont","500","Addison","0010","Addison","6","10",20010,21912
"G5000030","1910","Vermont","500","Bennington","0030","Bennington","6","30",21378,21705
"G5000050","1910","Vermont","500","Caledonia","0050","Caledonia","6","50",26031,24381
"G5000070","1910","Vermont","500","Chittenden","0070","Chittenden","6","70",42447,39600
"G5000090","1910","Vermont","500","Essex","0090","Essex","6","90",7384,8056
"G5000110","1910","Vermont","500","Franklin","0110","Franklin","6","110",29866,30198
"G5000130","1910","Vermont","500","Grand Isle","0130","Grand Isle","6","130",3761,4462
"G5000150","1910","Vermont","500","Lamoille","0150","Lamoille","6","150",12585,12289
"G5000170","1910","Vermont","500","Orange","0170","Orange","6","170",18703,19313
"G5000190","1910","Vermont","500","Orleans","0190","Orleans","6","190",23337,22024
"G5000210","1910","Vermont","500","Rutland","0210","Rutland","6","210",48139,44209
"G5000230","1910","Vermont","500","Washington","0230","Washington","6","230",41702,36607
"G5000250","1910","Vermont","500","Windham","0250","Windham","6","250",26932,26660
"G5000270","1910","Vermont","500","Windsor","0270","Windsor","6","270",33681,32225
"G5100010","1910","Virginia","510","Accomack","0010","Accomack","40","10",36650,32570
"G5100030","1910","Virginia","510","Albemarle","0030","Albemarle","40","30",29871,28473
"G5100035","1910","Virginia","510","Alexandria","0035","Alexandria","40","130",10231,6430
"G5100050","1910","Virginia","510","Alleghany","0050","Alleghany","40","50",14173,12751
"G5100070","1910","Virginia","510","Amelia","0070","Amelia","40","70",8720,9037
"G5100090","1910","Virginia","510","Amherst","0090","Amherst","40","90",18932,17864
"G5100110","1910","Virginia","510","Appomattox","0110","Appomattox","40","110",8904,9662
"G5100150","1910","Virginia","510","Augusta","0150","Augusta","40","150",32445,32370
"G5100170","1910","Virginia","510","Bath","0170","Bath","40","170",6538,5595
"G5100190","1910","Virginia","510","Bedford","0190","Bedford","40","190",29549,30356
"G5100210","1910","Virginia","510","Bland","0210","Bland","40","210",5154,5497
"G5100230","1910","Virginia","510","Botetourt","0230","Botetourt","40","230",17727,17161
"G5100250","1910","Virginia","510","Brunswick","0250","Brunswick","40","250",19244,18217
"G5100270","1910","Virginia","510","Buchanan","0270","Buchanan","40","270",12334,9692
"G5100290","1910","Virginia","510","Buckingham","0290","Buckingham","40","290",15204,15266
"G5100310","1910","Virginia","510","Campbell","0310","Campbell","40","310",23043,23256
"G5100330","1910","Virginia","510","Caroline","0330","Caroline","40","330",16596,16709
"G5100350","1910","Virginia","510","Carroll","0350","Carroll","40","350",21116,19303
"G5100360","1910","Virginia","510","Charles City","0360","Charles City","40","360",5253,5040
"G5100370","1910","Virginia","510","Charlotte","0370","Charlotte","40","370",15785,15343
"G5100410","1910","Virginia","510","Chesterfield","0410","Chesterfield","40","410",21299,18804
"G5100430","1910","Virginia","510","Clarke","0430","Clarke","40","430",7468,7927
"G5100450","1910","Virginia","510","Craig","0450","Craig","40","450",4711,4293
"G5100470","1910","Virginia","510","Culpeper","0470","Culpeper","40","470",13472,14123
"G5100490","1910","Virginia","510","Cumberland","0490","Cumberland","40","490",9195,8996
"G5100510","1910","Virginia","510","Dickenson","0510","Dickenson","40","510",9199,7747
"G5100530","1910","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",15442,15374
"G5100550","1910","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",21225,19460
"G5100570","1910","Virginia","510","Essex","0570","Essex","40","570",9105,9701
"G5100590","1910","Virginia","510","Fairfax","0590","Fairfax","40","590",20536,18580
"G5100610","1910","Virginia","510","Fauquier","0610","Fauquier","40","610",22526,23374
"G5100630","1910","Virginia","510","Floyd","0630","Floyd","40","630",14092,15388
"G5100650","1910","Virginia","510","Fluvanna","0650","Fluvanna","40","650",8323,9050
"G5100670","1910","Virginia","510","Franklin","0670","Franklin","40","670",26480,25953
"G5100690","1910","Virginia","510","Frederick","0690","Frederick","40","690",12787,13239
"G5100710","1910","Virginia","510","Giles","0710","Giles","40","710",11623,10793
"G5100730","1910","Virginia","510","Gloucester","0730","Gloucester","40","730",12477,12832
"G5100750","1910","Virginia","510","Goochland","0750","Goochland","40","750",9237,9519
"G5100770","1910","Virginia","510","Grayson","0770","Grayson","40","770",19856,16853
"G5100790","1910","Virginia","510","Greene","0790","Greene","40","790",6937,6214
"G5100810","1910","Virginia","510","Greensville","0810","Greensville","40","810",11890,9758
"G5100830","1910","Virginia","510","Halifax","0830","Halifax","40","830",40044,37197
"G5100850","1910","Virginia","510","Hanover","0850","Hanover","40","850",17200,17618
"G5100870","1910","Virginia","510","Henrico","0870","Henrico","40","870",23437,30062
"G5100890","1910","Virginia","510","Henry","0890","Henry","40","890",18459,19265
"G5100910","1910","Virginia","510","Highland","0910","Highland","40","910",5317,5647
"G5100930","1910","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",14929,13102
"G5100950","1910","Virginia","510","James City","0950","James City","40","950",6338,5732
"G5100970","1910","Virginia","510","King And Queen","0970","King And Queen","40","970",9576,9265
"G5100990","1910","Virginia","510","King George","0990","King George","40","990",6378,6918
"G5101010","1910","Virginia","510","King William","1010","King William","40","1010",8547,8380
"G5101030","1910","Virginia","510","Lancaster","1030","Lancaster","40","1030",9752,8949
"G5101050","1910","Virginia","510","Lee","1050","Lee","40","1050",23840,19856
"G5101070","1910","Virginia","510","Loudoun","1070","Loudoun","40","1070",21167,21948
"G5101090","1910","Virginia","510","Louisa","1090","Louisa","40","1090",16578,16517
"G5101110","1910","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",12780,11705
"G5101130","1910","Virginia","510","Madison","1130","Madison","40","1130",10055,10216
"G5101150","1910","Virginia","510","Mathews","1150","Matthews","40","1150",8922,8239
"G5101170","1910","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",28956,26551
"G5101190","1910","Virginia","510","Middlesex","1190","Middlesex","40","1190",8852,8220
"G5101210","1910","Virginia","510","Montgomery","1210","Montgomery","40","1210",17268,15852
"G5101230","1910","Virginia","510","Nansemond","1230","Nansemond","40","1230",26886,23078
"G5101250","1910","Virginia","510","Nelson","1250","Nelson","40","1250",16821,16075
"G5101270","1910","Virginia","510","New Kent","1270","New Kent","40","1270",4682,4865
"G5101290","1910","Virginia","510","Norfolk","1290","Norfolk","40","1290",52744,45792
"G5101310","1910","Virginia","510","Northampton","1310","Northampton","40","1310",16672,13770
"G5101330","1910","Virginia","510","Northumberland","1330","Northumberland","40","1330",10777,9846
"G5101350","1910","Virginia","510","Nottoway","1350","Nottoway","40","1350",13462,12366
"G5101370","1910","Virginia","510","Orange","1370","Orange","40","1370",13486,12571
"G5101390","1910","Virginia","510","Page","1390","Page","40","1390",14147,13794
"G5101410","1910","Virginia","510","Patrick","1410","Patrick","40","1410",17195,15403
"G5101430","1910","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",50709,46894
"G5101450","1910","Virginia","510","Powhatan","1450","Powhatan","40","1450",6099,6824
"G5101470","1910","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",14266,15045
"G5101490","1910","Virginia","510","Prince George","1490","Prince George","40","1490",7848,7752
"G5101510","1910","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",11526,11192
"G5101530","1910","Virginia","510","Prince William","1530","Prince William","40","1530",12026,11112
"G5101550","1910","Virginia","510","Pulaski","1550","Pulaski","40","1550",17246,14609
"G5101570","1910","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",8044,8843
"G5101590","1910","Virginia","510","Richmond","1590","Richmond","40","1590",7415,7088
"G5101610","1910","Virginia","510","Roanoke","1610","Roanoke","40","1610",19623,15837
"G5101630","1910","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",21171,21799
"G5101650","1910","Virginia","510","Rockingham","1650","Rockingham","40","1650",34903,33527
"G5101670","1910","Virginia","510","Russell","1670","Russell","40","1670",23474,18031
"G5101690","1910","Virginia","510","Scott","1690","Scott","40","1690",23814,22694
"G5101710","1910","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",20942,20253
"G5101730","1910","Virginia","510","Smyth","1730","Smyth","40","1730",20326,17121
"G5101750","1910","Virginia","510","Southampton","1750","Southampton","40","1750",26302,22848
"G5101770","1910","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",9935,9239
"G5101790","1910","Virginia","510","Stafford","1790","Stafford","40","1790",8070,8097
"G5101810","1910","Virginia","510","Surry","1810","Surry","40","1810",9715,8469
"G5101830","1910","Virginia","510","Sussex","1830","Sussex","40","1830",13664,12082
"G5101850","1910","Virginia","510","Tazewell","1850","Tazewell","40","1850",24946,23384
"G5101870","1910","Virginia","510","Warren","1870","Warren","40","1870",8589,8837
"G5101890","1910","Virginia","510","Warwick","1890","Warwick","40","1875",6041,4888
"G5101910","1910","Virginia","510","Washington","1910","Washington","40","1910",32830,28995
"G5101930","1910","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",9313,9243
"G5101950","1910","Virginia","510","Wise","1950","Wise","40","1950",34162,19653
"G5101970","1910","Virginia","510","Wythe","1970","Wythe","40","1970",20372,20437
"G5101990","1910","Virginia","510","York","1990","York","40","1990",7757,7482
"G5105100","1910","Virginia","510","Alexandria City","5100","Alexandria City","40","5100",15329,14528
"G5105200","1910","Virginia","510","Bristol City","5200","Bristol City","40","5200",6247,4579
"G5105300","1910","Virginia","510","Buena Vista City","5300","Buena Vista City","40","5300",3245,2388
"G5105400","1910","Virginia","510","Charlottesville City","5400","Charlottesville City","40","5400",6765,6449
"G5105600","1910","Virginia","510","Clifton Forge City","5600","Clifton Forge City","40","5600",5748,3579
"G5105900","1910","Virginia","510","Danville City","5900","Danville City","40","5900",19020,16520
"G5106300","1910","Virginia","510","Fredericksburg City","6300","Fredericksburg City","40","6300",5874,5068
"G5106800","1910","Virginia","510","Lynchburg City","6800","Lynchburg City","40","6800",29494,18891
"G5107000","1910","Virginia","510","Newport News City","7000","Newport News City","40","7000",20205,19635
