GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A3Y001,A3Y002
"G3701790","1910","North Carolina","370","Union","1790","Union","47","1790",33277,27156
"G3701810","1910","North Carolina","370","Vance","1810","Vance","47","1810",19425,16684
"G3701830","1910","North Carolina","370","Wake","1830","Wake","47","1830",63229,54626
"G3701850","1910","North Carolina","370","Warren","1850","Warren","47","1850",20266,19151
"G3701870","1910","North Carolina","370","Washington","1870","Washington","47","1870",11062,10608
"G3701890","1910","North Carolina","370","Watauga","1890","Watauga","47","1890",13556,13417
"G3701910","1910","North Carolina","370","Wayne","1910","Wayne","47","1910",35698,31356
"G3701930","1910","North Carolina","370","Wilkes","1930","Wilkes","47","1930",30282,26872
"G3701950","1910","North Carolina","370","Wilson","1950","Wilson","47","1950",28269,23596
"G3701970","1910","North Carolina","370","Yadkin","1970","Yadkin","47","1970",15428,14083
"G3701990","1910","North Carolina","370","Yancey","1990","Yancey","47","1990",12072,11464
"G3800010","1910","North Dakota","380","Adams","0010","Adams","36","10",5407,
"G3800030","1910","North Dakota","380","Barnes","0030","Barnes","36","30",18066,13159
"G3800050","1910","North Dakota","380","Benson","0050","Benson","36","50",12681,8320
"G3800070","1910","North Dakota","380","Billings","0070","Billings","36","70",10186,
"G3800090","1910","North Dakota","380","Bottineau","0090","Bottineau","36","90",17295,7532
"G3800110","1910","North Dakota","380","Bowman","0110","Bowman","36","110",4668,
"G3800130","1910","North Dakota","380","Burke","0130","Burke","36","130",9064,
"G3800150","1910","North Dakota","380","Burleigh","0150","Burleigh","36","150",13087,6081
"G3800170","1910","North Dakota","380","Cass","0170","Cass","36","170",33935,28625
"G3800190","1910","North Dakota","380","Cavalier","0190","Cavalier","36","190",15659,12580
"G3800210","1910","North Dakota","380","Dickey","0210","Dickey","36","210",9839,6061
"G3800230","1910","North Dakota","380","Divide","0230","Divide","36","230",6015,
"G3800250","1910","North Dakota","380","Dunn","0250","Dunn","36","250",5302,
"G3800270","1910","North Dakota","380","Eddy","0270","Eddy","36","270",4800,3330
"G3800290","1910","North Dakota","380","Emmons","0290","Emmons","36","290",9796,4349
"G3800310","1910","North Dakota","380","Foster","0310","Foster","36","310",5313,3770
"G3800350","1910","North Dakota","380","Grand Forks","0350","Grand Forks","36","350",27888,24459
"G3800390","1910","North Dakota","380","Griggs","0390","Griggs","36","390",6274,4744
"G3800410","1910","North Dakota","380","Hettinger","0410","Hettinger","36","410",6557,
"G3800430","1910","North Dakota","380","Kidder","0430","Kidder","36","430",5962,1754
"G3800450","1910","North Dakota","380","LaMoure","0450","La Moure","36","450",10724,6048
"G3800470","1910","North Dakota","380","Logan","0470","Logan","36","470",6168,1625
"G3800490","1910","North Dakota","380","McHenry","0490","Mchenry","36","490",17627,5253
"G3800510","1910","North Dakota","380","McIntosh","0510","Mcintosh","36","510",7251,4818
"G3800530","1910","North Dakota","380","McKenzie","0530","Mckenzie","36","530",5720,
"G3800550","1910","North Dakota","380","McLean","0550","Mclean","36","550",14496,2794
"G3800570","1910","North Dakota","380","Mercer","0570","Mercer","36","570",4747,
"G3800590","1910","North Dakota","380","Morton","0590","Morton","36","590",25289,10277
"G3800610","1910","North Dakota","380","Mountrail","0610","Mountrail","36","610",8491,
"G3800630","1910","North Dakota","380","Nelson","0630","Nelson","36","630",10140,7316
"G3800650","1910","North Dakota","380","Oliver","0650","Oliver","36","650",3577,990
"G3800670","1910","North Dakota","380","Pembina","0670","Pembina","36","670",14749,17869
"G3800690","1910","North Dakota","380","Pierce","0690","Pierce","36","690",9740,4765
"G3800710","1910","North Dakota","380","Ramsey","0710","Ramsey","36","710",15199,9198
"G3800730","1910","North Dakota","380","Ransom","0730","Ransom","36","730",10345,6919
"G3800750","1910","North Dakota","380","Renville","0750","Renville","36","750",7840,
"G3800770","1910","North Dakota","380","Richland","0770","Richland","36","770",19659,17387
"G3800790","1910","North Dakota","380","Rolette","0790","Rolette","36","790",9558,7995
"G3800810","1910","North Dakota","380","Sargent","0810","Sargent","36","810",9202,6039
"G3800830","1910","North Dakota","380","Sheridan","0830","Sheridan","36","830",8103,1997
"G3800890","1910","North Dakota","380","Stark","0890","Stark","36","890",12504,6278
"G3800910","1910","North Dakota","380","Steele","0910","Steele","36","910",7616,5888
"G3800930","1910","North Dakota","380","Stutsman","0930","Stutsman","36","930",18189,9143
"G3800950","1910","North Dakota","380","Towner","0950","Towner","36","950",8963,6491
"G3800970","1910","North Dakota","380","Traill","0970","Traill","36","970",12545,13107
"G3800990","1910","North Dakota","380","Walsh","0990","Walsh","36","990",19491,20288
"G3801010","1910","North Dakota","380","Ward","1010","Ward","36","1010",25281,4861
"G3801030","1910","North Dakota","380","Wells","1030","Wells","36","1030",11814,8310
"G3801050","1910","North Dakota","380","Williams","1050","Williams","36","1050",14234,
"G3900010","1910","Ohio","390","Adams","0010","Adams","24","10",24755,26328
"G3900030","1910","Ohio","390","Allen","0030","Allen","24","30",56580,47976
"G3900050","1910","Ohio","390","Ashland","0050","Ashland","24","50",22975,21184
"G3900070","1910","Ohio","390","Ashtabula","0070","Ashtabula","24","70",59547,51448
"G3900090","1910","Ohio","390","Athens","0090","Athens","24","90",47798,38730
"G3900110","1910","Ohio","390","Auglaize","0110","Auglaize","24","110",31246,31192
"G3900130","1910","Ohio","390","Belmont","0130","Belmont","24","130",76856,60875
"G3900150","1910","Ohio","390","Brown","0150","Brown","24","150",24832,28237
"G3900170","1910","Ohio","390","Butler","0170","Butler","24","170",70271,56870
"G3900190","1910","Ohio","390","Carroll","0190","Carroll","24","190",15761,16811
"G3900210","1910","Ohio","390","Champaign","0210","Champaign","24","210",26351,26642
"G3900230","1910","Ohio","390","Clark","0230","Clark","24","230",66435,58939
"G3900250","1910","Ohio","390","Clermont","0250","Clermont","24","250",29551,31610
"G3900270","1910","Ohio","390","Clinton","0270","Clinton","24","270",23680,24202
"G3900290","1910","Ohio","390","Columbiana","0290","Columbiana","24","290",76619,68590
"G3900310","1910","Ohio","390","Coshocton","0310","Coshocton","24","310",30121,29337
"G3900330","1910","Ohio","390","Crawford","0330","Crawford","24","330",34036,33915
"G3900350","1910","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",637425,439120
"G3900370","1910","Ohio","390","Darke","0370","Darke","24","370",42933,42532
"G3900390","1910","Ohio","390","Defiance","0390","Defiance","24","390",24498,26387
"G3900410","1910","Ohio","390","Delaware","0410","Delaware","24","410",27182,26401
"G3900430","1910","Ohio","390","Erie","0430","Erie","24","430",38327,37650
"G3900450","1910","Ohio","390","Fairfield","0450","Fairfield","24","450",39201,34259
"G3900470","1910","Ohio","390","Fayette","0470","Fayette","24","470",21744,21725
"G3900490","1910","Ohio","390","Franklin","0490","Franklin","24","490",221567,164460
"G3900510","1910","Ohio","390","Fulton","0510","Fulton","24","510",23914,22801
"G3900530","1910","Ohio","390","Gallia","0530","Gallia","24","530",25745,27918
"G3900550","1910","Ohio","390","Geauga","0550","Geauga","24","550",14670,14744
"G3900570","1910","Ohio","390","Greene","0570","Greene","24","570",29733,31613
"G3900590","1910","Ohio","390","Guernsey","0590","Guernsey","24","590",42716,34425
"G3900610","1910","Ohio","390","Hamilton","0610","Hamilton","24","610",460732,409479
"G3900630","1910","Ohio","390","Hancock","0630","Hancock","24","630",37860,41993
"G3900650","1910","Ohio","390","Hardin","0650","Hardin","24","650",30407,31187
"G3900670","1910","Ohio","390","Harrison","0670","Harrison","24","670",19076,20486
"G3900690","1910","Ohio","390","Henry","0690","Henry","24","690",25119,27282
"G3900710","1910","Ohio","390","Highland","0710","Highland","24","710",28711,30982
"G3900730","1910","Ohio","390","Hocking","0730","Hocking","24","730",23650,24398
"G3900750","1910","Ohio","390","Holmes","0750","Holmes","24","750",17909,19511
"G3900770","1910","Ohio","390","Huron","0770","Huron","24","770",34206,32330
"G3900790","1910","Ohio","390","Jackson","0790","Jackson","24","790",30791,34248
"G3900810","1910","Ohio","390","Jefferson","0810","Jefferson","24","810",65423,44357
"G3900830","1910","Ohio","390","Knox","0830","Knox","24","830",30181,27768
"G3900850","1910","Ohio","390","Lake","0850","Lake","24","850",22927,21680
"G3900870","1910","Ohio","390","Lawrence","0870","Lawrence","24","870",39488,39534
"G3900890","1910","Ohio","390","Licking","0890","Licking","24","890",55590,47070
"G3900910","1910","Ohio","390","Logan","0910","Logan","24","910",30084,30420
"G3900930","1910","Ohio","390","Lorain","0930","Lorain","24","930",76037,54857
"G3900950","1910","Ohio","390","Lucas","0950","Lucas","24","950",192728,153559
"G3900970","1910","Ohio","390","Madison","0970","Madison","24","970",19902,20590
"G3900990","1910","Ohio","390","Mahoning","0990","Mahoning","24","990",116151,70134
"G3901010","1910","Ohio","390","Marion","1010","Marion","24","1010",33971,28678
"G3901030","1910","Ohio","390","Medina","1030","Medina","24","1030",23598,21958
"G3901050","1910","Ohio","390","Meigs","1050","Meigs","24","1050",25594,28620
"G3901070","1910","Ohio","390","Mercer","1070","Mercer","24","1070",27536,28021
"G3901090","1910","Ohio","390","Miami","1090","Miami","24","1090",45047,43105
"G3901110","1910","Ohio","390","Monroe","1110","Monroe","24","1110",24244,27031
"G3901130","1910","Ohio","390","Montgomery","1130","Montgomery","24","1130",163763,130146
"G3901150","1910","Ohio","390","Morgan","1150","Morgan","24","1150",16097,17905
"G3901170","1910","Ohio","390","Morrow","1170","Morrow","24","1170",16815,17879
"G3901190","1910","Ohio","390","Muskingum","1190","Muskingum","24","1190",57488,53185
"G3901210","1910","Ohio","390","Noble","1210","Noble","24","1210",18601,19466
"G3901230","1910","Ohio","390","Ottawa","1230","Ottawa","24","1230",22360,22213
"G3901250","1910","Ohio","390","Paulding","1250","Paulding","24","1250",22730,27528
"G3901270","1910","Ohio","390","Perry","1270","Perry","24","1270",35396,31841
"G3901290","1910","Ohio","390","Pickaway","1290","Pickaway","24","1290",26158,27016
"G3901310","1910","Ohio","390","Pike","1310","Pike","24","1310",15723,18172
"G3901330","1910","Ohio","390","Portage","1330","Portage","24","1330",30307,29246
"G3901350","1910","Ohio","390","Preble","1350","Preble","24","1350",23834,23713
"G3901370","1910","Ohio","390","Putnam","1370","Putnam","24","1370",29972,32525
"G3901390","1910","Ohio","390","Richland","1390","Richland","24","1390",47667,44289
"G3901410","1910","Ohio","390","Ross","1410","Ross","24","1410",40069,40940
"G3901430","1910","Ohio","390","Sandusky","1430","Sandusky","24","1430",35171,34311
"G3901450","1910","Ohio","390","Scioto","1450","Scioto","24","1450",48463,40981
"G3901470","1910","Ohio","390","Seneca","1470","Seneca","24","1470",42421,41163
"G3901490","1910","Ohio","390","Shelby","1490","Shelby","24","1490",24663,24625
"G3901510","1910","Ohio","390","Stark","1510","Stark","24","1510",122987,94747
"G3901530","1910","Ohio","390","Summit","1530","Summit","24","1530",108253,71715
"G3901550","1910","Ohio","390","Trumbull","1550","Trumbull","24","1550",52766,46591
"G3901570","1910","Ohio","390","Tuscarawas","1570","Tuscarawas","24","1570",57035,53751
"G3901590","1910","Ohio","390","Union","1590","Union","24","1590",21871,22342
"G3901610","1910","Ohio","390","Van Wert","1610","Van Wert","24","1610",29119,30394
"G3901630","1910","Ohio","390","Vinton","1630","Vinton","24","1630",13096,15330
"G3901650","1910","Ohio","390","Warren","1650","Warren","24","1650",24497,25584
"G3901670","1910","Ohio","390","Washington","1670","Washington","24","1670",45422,48245
"G3901690","1910","Ohio","390","Wayne","1690","Wayne","24","1690",38058,37870
"G3901710","1910","Ohio","390","Williams","1710","Williams","24","1710",25198,24953
"G3901730","1910","Ohio","390","Wood","1730","Wood","24","1730",46330,51555
"G3901750","1910","Ohio","390","Wyandot","1750","Wyandot","24","1750",20760,21125
"G4000010","1910","Oklahoma","400","Adair","0010","Adair","53","10",10535,
"G4000030","1910","Oklahoma","400","Alfalfa","0030","Alfalfa","53","30",18138,
"G4000050","1910","Oklahoma","400","Atoka","0050","Atoka","53","50",13808,
"G4000070","1910","Oklahoma","400","Beaver","0070","Beaver","53","70",13631,
"G4000090","1910","Oklahoma","400","Beckham","0090","Beckham","53","90",19699,
"G4000110","1910","Oklahoma","400","Blaine","0110","Blaine","53","110",17960,
"G4000130","1910","Oklahoma","400","Bryan","0130","Bryan","53","130",29854,
"G4000150","1910","Oklahoma","400","Caddo","0150","Caddo","53","150",35685,
"G4000170","1910","Oklahoma","400","Canadian","0170","Canadian","53","170",23501,
"G4000190","1910","Oklahoma","400","Carter","0190","Carter","53","190",25358,
"G4000210","1910","Oklahoma","400","Cherokee","0210","Cherokee","53","210",16778,
"G4000230","1910","Oklahoma","400","Choctaw","0230","Choctaw","53","230",21862,
"G4000250","1910","Oklahoma","400","Cimarron","0250","Cimarron","53","250",4553,
"G4000270","1910","Oklahoma","400","Cleveland","0270","Cleveland","53","270",18843,
"G4000290","1910","Oklahoma","400","Coal","0290","Coal","53","290",15817,
"G4000310","1910","Oklahoma","400","Comanche","0310","Comanche","53","310",41489,
"G4000350","1910","Oklahoma","400","Craig","0350","Craig","53","350",17404,
"G4000370","1910","Oklahoma","400","Creek","0370","Creek","53","370",26223,
"G4000390","1910","Oklahoma","400","Custer","0390","Custer","53","390",23231,
"G4000410","1910","Oklahoma","400","Delaware","0410","Delaware","53","410",11469,
"G4000430","1910","Oklahoma","400","Dewey","0430","Dewey","53","430",14132,
"G4000450","1910","Oklahoma","400","Ellis","0450","Ellis","53","450",15375,
"G4000470","1910","Oklahoma","400","Garfield","0470","Garfield","53","470",33050,
"G4000490","1910","Oklahoma","400","Garvin","0490","Garvin","53","490",26545,
"G4000510","1910","Oklahoma","400","Grady","0510","Grady","53","510",30309,
"G4000530","1910","Oklahoma","400","Grant","0530","Grant","53","530",18760,
"G4000550","1910","Oklahoma","400","Greer","0550","Greer","53","550",16449,
"G4000570","1910","Oklahoma","400","Harmon","0570","Harmon","53","570",11328,
"G4000590","1910","Oklahoma","400","Harper","0590","Harper","53","590",8189,
"G4000610","1910","Oklahoma","400","Haskell","0610","Haskell","53","610",18875,
"G4000630","1910","Oklahoma","400","Hughes","0630","Hughes","53","630",24040,
