GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,B5O001
"G4600370","1960","South Dakota","460","Day","0370","Day","37","370",10516
"G4600390","1960","South Dakota","460","Deuel","0390","Deuel","37","390",6782
"G4600410","1960","South Dakota","460","Dewey","0410","Dewey","37","410",5257
"G4600430","1960","South Dakota","460","Douglas","0430","Douglas","37","430",5113
"G4600450","1960","South Dakota","460","Edmunds","0450","Edmunds","37","450",6079
"G4600470","1960","South Dakota","460","Fall River","0470","Fall River","37","470",10688
"G4600490","1960","South Dakota","460","Faulk","0490","Faulk","37","490",4397
"G4600510","1960","South Dakota","460","Grant","0510","Grant","37","510",9913
"G4600530","1960","South Dakota","460","Gregory","0530","Gregory","37","530",7399
"G4600550","1960","South Dakota","460","Haakon","0550","Haakon","37","550",3303
"G4600570","1960","South Dakota","460","Hamlin","0570","Hamlin","37","570",6303
"G4600590","1960","South Dakota","460","Hand","0590","Hand","37","590",6712
"G4600610","1960","South Dakota","460","Hanson","0610","Hanson","37","610",4584
"G4600630","1960","South Dakota","460","Harding","0630","Harding","37","630",2371
"G4600650","1960","South Dakota","460","Hughes","0650","Hughes","37","650",12725
"G4600670","1960","South Dakota","460","Hutchinson","0670","Hutchinson","37","670",11085
"G4600690","1960","South Dakota","460","Hyde","0690","Hyde","37","690",2602
"G4600710","1960","South Dakota","460","Jackson","0710","Jackson","37","710",1985
"G4600730","1960","South Dakota","460","Jerauld","0730","Jerauld","37","730",4048
"G4600750","1960","South Dakota","460","Jones","0750","Jones","37","750",2066
"G4600770","1960","South Dakota","460","Kingsbury","0770","Kingsbury","37","770",9227
"G4600790","1960","South Dakota","460","Lake","0790","Lake","37","790",11764
"G4600810","1960","South Dakota","460","Lawrence","0810","Lawrence","37","810",17075
"G4600830","1960","South Dakota","460","Lincoln","0830","Lincoln","37","830",12371
"G4600850","1960","South Dakota","460","Lyman","0850","Lyman","37","850",4428
"G4600870","1960","South Dakota","460","McCook","0870","Mccook","37","870",8268
"G4600890","1960","South Dakota","460","McPherson","0890","Mcpherson","37","890",5821
"G4600910","1960","South Dakota","460","Marshall","0910","Marshall","37","910",6663
"G4600930","1960","South Dakota","460","Meade","0930","Meade","37","930",12044
"G4600950","1960","South Dakota","460","Mellette","0950","Mellette","37","950",2664
"G4600970","1960","South Dakota","460","Miner","0970","Miner","37","970",5398
"G4600990","1960","South Dakota","460","Minnehaha","0990","Minnehaha","37","990",86575
"G4601010","1960","South Dakota","460","Moody","1010","Moody","37","1010",8810
"G4601030","1960","South Dakota","460","Pennington","1030","Pennington","37","1030",58195
"G4601050","1960","South Dakota","460","Perkins","1050","Perkins","37","1050",5977
"G4601070","1960","South Dakota","460","Potter","1070","Potter","37","1070",4926
"G4601090","1960","South Dakota","460","Roberts","1090","Roberts","37","1090",13190
"G4601110","1960","South Dakota","460","Sanborn","1110","Sanborn","37","1110",4641
"G4601130","1960","South Dakota","460","Shannon","1130","Shannon","37","1130",6000
"G4601150","1960","South Dakota","460","Spink","1150","Spink","37","1150",11706
"G4601170","1960","South Dakota","460","Stanley","1170","Stanley","37","1170",4085
"G4601190","1960","South Dakota","460","Sully","1190","Sully","37","1190",2607
"G4601210","1960","South Dakota","460","Todd","1210","Todd","37","1210",4661
"G4601230","1960","South Dakota","460","Tripp","1230","Tripp","37","1230",8761
"G4601250","1960","South Dakota","460","Turner","1250","Turner","37","1250",11159
"G4601270","1960","South Dakota","460","Union","1270","Union","37","1270",10197
"G4601290","1960","South Dakota","460","Walworth","1290","Walworth","37","1290",8097
"G4601310","1960","South Dakota","460","Washabaugh","1310","Washabaugh","37","1310",1042
"G4601350","1960","South Dakota","460","Yankton","1350","Yankton","37","1350",17551
"G4601370","1960","South Dakota","460","Ziebach","1370","Ziebach","37","1370",2495
"G4700010","1960","Tennessee","470","Anderson","0010","Anderson","54","10",60032
"G4700030","1960","Tennessee","470","Bedford","0030","Bedford","54","30",23150
"G4700050","1960","Tennessee","470","Benton","0050","Benton","54","50",10662
"G4700070","1960","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",7811
"G4700090","1960","Tennessee","470","Blount","0090","Blount","54","90",57525
"G4700110","1960","Tennessee","470","Bradley","0110","Bradley","54","110",38324
"G4700130","1960","Tennessee","470","Campbell","0130","Campbell","54","130",27936
"G4700150","1960","Tennessee","470","Cannon","0150","Cannon","54","150",8537
"G4700170","1960","Tennessee","470","Carroll","0170","Carroll","54","170",23476
"G4700190","1960","Tennessee","470","Carter","0190","Carter","54","190",41578
"G4700210","1960","Tennessee","470","Cheatham","0210","Cheatham","54","210",9428
"G4700230","1960","Tennessee","470","Chester","0230","Chester","54","230",9569
"G4700250","1960","Tennessee","470","Claiborne","0250","Claiborne","54","250",19067
"G4700270","1960","Tennessee","470","Clay","0270","Clay","54","270",7289
"G4700290","1960","Tennessee","470","Cocke","0290","Cocke","54","290",23390
"G4700310","1960","Tennessee","470","Coffee","0310","Coffee","54","310",28603
"G4700330","1960","Tennessee","470","Crockett","0330","Crockett","54","330",14594
"G4700350","1960","Tennessee","470","Cumberland","0350","Cumberland","54","350",19135
"G4700370","1960","Tennessee","470","Davidson","0370","Davidson","54","370",399743
"G4700390","1960","Tennessee","470","Decatur","0390","Decatur","54","390",8324
"G4700410","1960","Tennessee","470","DeKalb","0410","De Kalb","54","410",10774
"G4700430","1960","Tennessee","470","Dickson","0430","Dickson","54","430",18839
"G4700450","1960","Tennessee","470","Dyer","0450","Dyer","54","450",29537
"G4700470","1960","Tennessee","470","Fayette","0470","Fayette","54","470",24577
"G4700490","1960","Tennessee","470","Fentress","0490","Fentress","54","490",13288
"G4700510","1960","Tennessee","470","Franklin","0510","Franklin","54","510",25528
"G4700530","1960","Tennessee","470","Gibson","0530","Gibson","54","530",44699
"G4700550","1960","Tennessee","470","Giles","0550","Giles","54","550",22410
"G4700570","1960","Tennessee","470","Grainger","0570","Grainger","54","570",12506
"G4700590","1960","Tennessee","470","Greene","0590","Greene","54","590",42163
"G4700610","1960","Tennessee","470","Grundy","0610","Grundy","54","610",11512
"G4700630","1960","Tennessee","470","Hamblen","0630","Hamblen","54","630",33092
"G4700650","1960","Tennessee","470","Hamilton","0650","Hamilton","54","650",237905
"G4700670","1960","Tennessee","470","Hancock","0670","Hancock","54","670",7757
"G4700690","1960","Tennessee","470","Hardeman","0690","Hardeman","54","690",21517
"G4700710","1960","Tennessee","470","Hardin","0710","Hardin","54","710",17397
"G4700730","1960","Tennessee","470","Hawkins","0730","Hawkins","54","730",30468
"G4700750","1960","Tennessee","470","Haywood","0750","Haywood","54","750",23393
"G4700770","1960","Tennessee","470","Henderson","0770","Henderson","54","770",16115
"G4700790","1960","Tennessee","470","Henry","0790","Henry","54","790",22275
"G4700810","1960","Tennessee","470","Hickman","0810","Hickman","54","810",11862
"G4700830","1960","Tennessee","470","Houston","0830","Houston","54","830",4794
"G4700850","1960","Tennessee","470","Humphreys","0850","Humphreys","54","850",11511
"G4700870","1960","Tennessee","470","Jackson","0870","Jackson","54","870",9233
"G4700890","1960","Tennessee","470","Jefferson","0890","Jefferson","54","890",21493
"G4700910","1960","Tennessee","470","Johnson","0910","Johnson","54","910",10765
"G4700930","1960","Tennessee","470","Knox","0930","Knox","54","930",250523
"G4700950","1960","Tennessee","470","Lake","0950","Lake","54","950",9572
"G4700970","1960","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",21844
"G4700990","1960","Tennessee","470","Lawrence","0990","Lawrence","54","990",28049
"G4701010","1960","Tennessee","470","Lewis","1010","Lewis","54","1010",6269
"G4701030","1960","Tennessee","470","Lincoln","1030","Lincoln","54","1030",23829
"G4701050","1960","Tennessee","470","Loudon","1050","Loudon","54","1050",23757
"G4701070","1960","Tennessee","470","McMinn","1070","Mcminn","54","1070",33662
"G4701090","1960","Tennessee","470","McNairy","1090","Mcnairy","54","1090",18085
"G4701110","1960","Tennessee","470","Macon","1110","Macon","54","1110",12197
"G4701130","1960","Tennessee","470","Madison","1130","Madison","54","1130",60655
"G4701150","1960","Tennessee","470","Marion","1150","Marion","54","1150",21036
"G4701170","1960","Tennessee","470","Marshall","1170","Marshall","54","1170",16859
"G4701190","1960","Tennessee","470","Maury","1190","Maury","54","1190",41699
"G4701210","1960","Tennessee","470","Meigs","1210","Meigs","54","1210",5160
"G4701230","1960","Tennessee","470","Monroe","1230","Monroe","54","1230",23316
"G4701250","1960","Tennessee","470","Montgomery","1250","Montgomery","54","1250",55645
"G4701270","1960","Tennessee","470","Moore","1270","Moore","54","1270",3454
"G4701290","1960","Tennessee","470","Morgan","1290","Morgan","54","1290",14304
"G4701310","1960","Tennessee","470","Obion","1310","Obion","54","1310",26957
"G4701330","1960","Tennessee","470","Overton","1330","Overton","54","1330",14661
"G4701350","1960","Tennessee","470","Perry","1350","Perry","54","1350",5273
"G4701370","1960","Tennessee","470","Pickett","1370","Pickett","54","1370",4431
"G4701390","1960","Tennessee","470","Polk","1390","Polk","54","1390",12160
"G4701410","1960","Tennessee","470","Putnam","1410","Putnam","54","1410",29236
"G4701430","1960","Tennessee","470","Rhea","1430","Rhea","54","1430",15863
"G4701450","1960","Tennessee","470","Roane","1450","Roane","54","1450",39133
"G4701470","1960","Tennessee","470","Robertson","1470","Robertson","54","1470",27335
"G4701490","1960","Tennessee","470","Rutherford","1490","Rutherford","54","1490",52368
"G4701510","1960","Tennessee","470","Scott","1510","Scott","54","1510",15413
"G4701530","1960","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",5915
"G4701550","1960","Tennessee","470","Sevier","1550","Sevier","54","1550",24251
"G4701570","1960","Tennessee","470","Shelby","1570","Shelby","54","1570",627019
"G4701590","1960","Tennessee","470","Smith","1590","Smith","54","1590",12059
"G4701610","1960","Tennessee","470","Stewart","1610","Stewart","54","1610",7851
"G4701630","1960","Tennessee","470","Sullivan","1630","Sullivan","54","1630",114139
"G4701650","1960","Tennessee","470","Sumner","1650","Sumner","54","1650",36217
"G4701670","1960","Tennessee","470","Tipton","1670","Tipton","54","1670",28564
"G4701690","1960","Tennessee","470","Trousdale","1690","Trousdale","54","1690",4914
"G4701710","1960","Tennessee","470","Unicoi","1710","Unicoi","54","1710",15082
"G4701730","1960","Tennessee","470","Union","1730","Union","54","1730",8498
"G4701750","1960","Tennessee","470","Van Buren","1750","Van Buren","54","1750",3671
"G4701770","1960","Tennessee","470","Warren","1770","Warren","54","1770",23102
"G4701790","1960","Tennessee","470","Washington","1790","Washington","54","1790",64832
"G4701810","1960","Tennessee","470","Wayne","1810","Wayne","54","1810",11908
"G4701830","1960","Tennessee","470","Weakley","1830","Weakley","54","1830",24227
"G4701850","1960","Tennessee","470","White","1850","White","54","1850",15577
"G4701870","1960","Tennessee","470","Williamson","1870","Williamson","54","1870",25267
"G4701890","1960","Tennessee","470","Wilson","1890","Wilson","54","1890",27668
"G4800010","1960","Texas","480","Anderson","0010","Anderson","49","10",28162
"G4800030","1960","Texas","480","Andrews","0030","Andrews","49","30",13450
"G4800050","1960","Texas","480","Angelina","0050","Angelina","49","50",39814
"G4800070","1960","Texas","480","Aransas","0070","Aransas","49","70",7006
"G4800090","1960","Texas","480","Archer","0090","Archer","49","90",6110
"G4800110","1960","Texas","480","Armstrong","0110","Armstrong","49","110",1966
"G4800130","1960","Texas","480","Atascosa","0130","Atascosa","49","130",18828
"G4800150","1960","Texas","480","Austin","0150","Austin","49","150",13777
"G4800170","1960","Texas","480","Bailey","0170","Bailey","49","170",9090
"G4800190","1960","Texas","480","Bandera","0190","Bandera","49","190",3892
"G4800210","1960","Texas","480","Bastrop","0210","Bastrop","49","210",16925
"G4800230","1960","Texas","480","Baylor","0230","Baylor","49","230",5893
"G4800250","1960","Texas","480","Bee","0250","Bee","49","250",23755
"G4800270","1960","Texas","480","Bell","0270","Bell","49","270",94097
"G4800290","1960","Texas","480","Bexar","0290","Bexar","49","290",687151
"G4800310","1960","Texas","480","Blanco","0310","Blanco","49","310",3657
"G4800330","1960","Texas","480","Borden","0330","Borden","49","330",1076
"G4800350","1960","Texas","480","Bosque","0350","Bosque","49","350",10809
"G4800370","1960","Texas","480","Bowie","0370","Bowie","49","370",59971
"G4800390","1960","Texas","480","Brazoria","0390","Brazoria","49","390",76204
"G4800410","1960","Texas","480","Brazos","0410","Brazos","49","410",44895
"G4800430","1960","Texas","480","Brewster","0430","Brewster","49","430",6434
"G4800450","1960","Texas","480","Briscoe","0450","Briscoe","49","450",3577
"G4800470","1960","Texas","480","Brooks","0470","Brooks","49","470",8609
"G4800490","1960","Texas","480","Brown","0490","Brown","49","490",24728
"G4800510","1960","Texas","480","Burleson","0510","Burleson","49","510",11177
"G4800530","1960","Texas","480","Burnet","0530","Burnet","49","530",9265
"G4800550","1960","Texas","480","Caldwell","0550","Caldwell","49","550",17222
"G4800570","1960","Texas","480","Calhoun","0570","Calhoun","49","570",16592
"G4800590","1960","Texas","480","Callahan","0590","Callahan","49","590",7929
"G4800610","1960","Texas","480","Cameron","0610","Cameron","49","610",151098
"G4800630","1960","Texas","480","Camp","0630","Camp","49","630",7849
"G4800650","1960","Texas","480","Carson","0650","Carson","49","650",7781
"G4800670","1960","Texas","480","Cass","0670","Cass","49","670",23496
"G4800690","1960","Texas","480","Castro","0690","Castro","49","690",8923
"G4800710","1960","Texas","480","Chambers","0710","Chambers","49","710",10379
"G4800730","1960","Texas","480","Cherokee","0730","Cherokee","49","730",33120
"G4800750","1960","Texas","480","Childress","0750","Childress","49","750",8421
"G4800770","1960","Texas","480","Clay","0770","Clay","49","770",8351
"G4800790","1960","Texas","480","Cochran","0790","Cochran","49","790",6417
"G4800810","1960","Texas","480","Coke","0810","Coke","49","810",3589
"G4800830","1960","Texas","480","Coleman","0830","Coleman","49","830",12458
"G4800850","1960","Texas","480","Collin","0850","Collin","49","850",41247
"G4800870","1960","Texas","480","Collingsworth","0870","Collingsworth","49","870",6276
"G4800890","1960","Texas","480","Colorado","0890","Colorado","49","890",18463
"G4800910","1960","Texas","480","Comal","0910","Comal","49","910",19844
"G4800930","1960","Texas","480","Comanche","0930","Comanche","49","930",11865
"G4800950","1960","Texas","480","Concho","0950","Concho","49","950",3672
"G4800970","1960","Texas","480","Cooke","0970","Cooke","49","970",22560
"G4800990","1960","Texas","480","Coryell","0990","Coryell","49","990",23961
"G4801010","1960","Texas","480","Cottle","1010","Cottle","49","1010",4207
"G4801030","1960","Texas","480","Crane","1030","Crane","49","1030",4699
"G4801050","1960","Texas","480","Crockett","1050","Crockett","49","1050",4209
"G4801070","1960","Texas","480","Crosby","1070","Crosby","49","1070",10347
"G4801090","1960","Texas","480","Culberson","1090","Culberson","49","1090",2794
"G4801110","1960","Texas","480","Dallam","1110","Dallam","49","1110",6302
"G4801130","1960","Texas","480","Dallas","1130","Dallas","49","1130",951527
"G4801150","1960","Texas","480","Dawson","1150","Dawson","49","1150",19185
"G4801170","1960","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",13187
"G4801190","1960","Texas","480","Delta","1190","Delta","49","1190",5860
"G4801210","1960","Texas","480","Denton","1210","Denton","49","1210",47432
"G4801230","1960","Texas","480","DeWitt","1230","De Witt","49","1230",20683
"G4801250","1960","Texas","480","Dickens","1250","Dickens","49","1250",4963
"G4801270","1960","Texas","480","Dimmit","1270","Dimmit","49","1270",10095
"G4801290","1960","Texas","480","Donley","1290","Donley","49","1290",4449
"G4801310","1960","Texas","480","Duval","1310","Duval","49","1310",13398
"G4801330","1960","Texas","480","Eastland","1330","Eastland","49","1330",19526
"G4801350","1960","Texas","480","Ector","1350","Ector","49","1350",90995
"G4801370","1960","Texas","480","Edwards","1370","Edwards","49","1370",2317
"G4801390","1960","Texas","480","Ellis","1390","Ellis","49","1390",43395
"G4801410","1960","Texas","480","El Paso","1410","El Paso","49","1410",314070
"G4801430","1960","Texas","480","Erath","1430","Erath","49","1430",16236
"G4801450","1960","Texas","480","Falls","1450","Falls","49","1450",21263
"G4801470","1960","Texas","480","Fannin","1470","Fannin","49","1470",23880
"G4801490","1960","Texas","480","Fayette","1490","Fayette","49","1490",20384
"G4801510","1960","Texas","480","Fisher","1510","Fisher","49","1510",7865
"G4801530","1960","Texas","480","Floyd","1530","Floyd","49","1530",12369
"G4801550","1960","Texas","480","Foard","1550","Foard","49","1550",3125
"G4801570","1960","Texas","480","Fort Bend","1570","Fort Bend","49","1570",40527
"G4801590","1960","Texas","480","Franklin","1590","Franklin","49","1590",5101
"G4801610","1960","Texas","480","Freestone","1610","Freestone","49","1610",12525
"G4801630","1960","Texas","480","Frio","1630","Frio","49","1630",10112
"G4801650","1960","Texas","480","Gaines","1650","Gaines","49","1650",12267
"G4801670","1960","Texas","480","Galveston","1670","Galveston","49","1670",140364
"G4801690","1960","Texas","480","Garza","1690","Garza","49","1690",6611
"G4801710","1960","Texas","480","Gillespie","1710","Gillespie","49","1710",10048
"G4801730","1960","Texas","480","Glasscock","1730","Glasscock","49","1730",1118
"G4801750","1960","Texas","480","Goliad","1750","Goliad","49","1750",5429
"G4801770","1960","Texas","480","Gonzales","1770","Gonzales","49","1770",17845
"G4801790","1960","Texas","480","Gray","1790","Gray","49","1790",31535
"G4801810","1960","Texas","480","Grayson","1810","Grayson","49","1810",73043
"G4801830","1960","Texas","480","Gregg","1830","Gregg","49","1830",69436
"G4801850","1960","Texas","480","Grimes","1850","Grimes","49","1850",12709
"G4801870","1960","Texas","480","Guadalupe","1870","Guadalupe","49","1870",29017
"G4801890","1960","Texas","480","Hale","1890","Hale","49","1890",36798
"G4801910","1960","Texas","480","Hall","1910","Hall","49","1910",7322
"G4801930","1960","Texas","480","Hamilton","1930","Hamilton","49","1930",8488
"G4801950","1960","Texas","480","Hansford","1950","Hansford","49","1950",6208
"G4801970","1960","Texas","480","Hardeman","1970","Hardeman","49","1970",8275
"G4801990","1960","Texas","480","Hardin","1990","Hardin","49","1990",24629
"G4802010","1960","Texas","480","Harris","2010","Harris","49","2010",1243158
"G4802030","1960","Texas","480","Harrison","2030","Harrison","49","2030",45594
"G4802050","1960","Texas","480","Hartley","2050","Hartley","49","2050",2171
"G4802070","1960","Texas","480","Haskell","2070","Haskell","49","2070",11174
"G4802090","1960","Texas","480","Hays","2090","Hays","49","2090",19934
"G4802110","1960","Texas","480","Hemphill","2110","Hemphill","49","2110",3185
"G4802130","1960","Texas","480","Henderson","2130","Henderson","49","2130",21786
"G4802150","1960","Texas","480","Hidalgo","2150","Hidalgo","49","2150",180904
"G4802170","1960","Texas","480","Hill","2170","Hill","49","2170",23650
"G4802190","1960","Texas","480","Hockley","2190","Hockley","49","2190",22340
"G4802210","1960","Texas","480","Hood","2210","Hood","49","2210",5443
"G4802230","1960","Texas","480","Hopkins","2230","Hopkins","49","2230",18594
"G4802250","1960","Texas","480","Houston","2250","Houston","49","2250",19376
"G4802270","1960","Texas","480","Howard","2270","Howard","49","2270",40139
"G4802290","1960","Texas","480","Hudspeth","2290","Hudspeth","49","2290",3343
"G4802310","1960","Texas","480","Hunt","2310","Hunt","49","2310",39399
"G4802330","1960","Texas","480","Hutchinson","2330","Hutchinson","49","2330",34419
"G4802350","1960","Texas","480","Irion","2350","Irion","49","2350",1183
"G4802370","1960","Texas","480","Jack","2370","Jack","49","2370",7418
"G4802390","1960","Texas","480","Jackson","2390","Jackson","49","2390",14040
"G4802410","1960","Texas","480","Jasper","2410","Jasper","49","2410",22100
"G4802430","1960","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1582
"G4802450","1960","Texas","480","Jefferson","2450","Jefferson","49","2450",245659
"G4802470","1960","Texas","480","Jim Hogg","2470","Jim Hogg","49","2470",5022
"G4802490","1960","Texas","480","Jim Wells","2490","Jim Wells","49","2490",34548
"G4802510","1960","Texas","480","Johnson","2510","Johnson","49","2510",34720
"G4802530","1960","Texas","480","Jones","2530","Jones","49","2530",19299
"G4802550","1960","Texas","480","Karnes","2550","Karnes","49","2550",14995
"G4802570","1960","Texas","480","Kaufman","2570","Kaufman","49","2570",29931
"G4802590","1960","Texas","480","Kendall","2590","Kendall","49","2590",5889
"G4802610","1960","Texas","480","Kenedy","2610","Kenedy","49","2610",884
"G4802630","1960","Texas","480","Kent","2630","Kent","49","2630",1727
"G4802650","1960","Texas","480","Kerr","2650","Kerr","49","2650",16800
"G4802670","1960","Texas","480","Kimble","2670","Kimble","49","2670",3943
"G4802690","1960","Texas","480","King","2690","King","49","2690",640
"G4802710","1960","Texas","480","Kinney","2710","Kinney","49","2710",2452
"G4802730","1960","Texas","480","Kleberg","2730","Kleberg","49","2730",30052
"G4802750","1960","Texas","480","Knox","2750","Knox","49","2750",7857
"G4802770","1960","Texas","480","Lamar","2770","Lamar","49","2770",34234
"G4802790","1960","Texas","480","Lamb","2790","Lamb","49","2790",21896
"G4802810","1960","Texas","480","Lampasas","2810","Lampasas","49","2810",9418
"G4802830","1960","Texas","480","La Salle","2830","La Salle","49","2830",5972
"G4802850","1960","Texas","480","Lavaca","2850","Lavaca","49","2850",20174
"G4802870","1960","Texas","480","Lee","2870","Lee","49","2870",8949
"G4802890","1960","Texas","480","Leon","2890","Leon","49","2890",9951
"G4802910","1960","Texas","480","Liberty","2910","Liberty","49","2910",31595
"G4802930","1960","Texas","480","Limestone","2930","Limestone","49","2930",20413
"G4802950","1960","Texas","480","Lipscomb","2950","Lipscomb","49","2950",3406
"G4802970","1960","Texas","480","Live Oak","2970","Live Oak","49","2970",7846
"G4802990","1960","Texas","480","Llano","2990","Llano","49","2990",5240
"G4803010","1960","Texas","480","Loving","3010","Loving","49","3010",226
"G4803030","1960","Texas","480","Lubbock","3030","Lubbock","49","3030",156271
"G4803050","1960","Texas","480","Lynn","3050","Lynn","49","3050",10914
"G4803070","1960","Texas","480","McCulloch","3070","Mcculloch","49","3070",8815
"G4803090","1960","Texas","480","McLennan","3090","Mclennan","49","3090",150091
"G4803110","1960","Texas","480","McMullen","3110","Mcmullen","49","3110",1116
"G4803130","1960","Texas","480","Madison","3130","Madison","49","3130",6749
"G4803150","1960","Texas","480","Marion","3150","Marion","49","3150",8049
"G4803170","1960","Texas","480","Martin","3170","Martin","49","3170",5068
"G4803190","1960","Texas","480","Mason","3190","Mason","49","3190",3780
"G4803210","1960","Texas","480","Matagorda","3210","Matagorda","49","3210",25744
"G4803230","1960","Texas","480","Maverick","3230","Maverick","49","3230",14508
"G4803250","1960","Texas","480","Medina","3250","Medina","49","3250",18904
"G4803270","1960","Texas","480","Menard","3270","Menard","49","3270",2964
"G4803290","1960","Texas","480","Midland","3290","Midland","49","3290",67717
"G4803310","1960","Texas","480","Milam","3310","Milam","49","3310",22263
"G4803330","1960","Texas","480","Mills","3330","Mills","49","3330",4467
"G4803350","1960","Texas","480","Mitchell","3350","Mitchell","49","3350",11255
"G4803370","1960","Texas","480","Montague","3370","Montague","49","3370",14893
"G4803390","1960","Texas","480","Montgomery","3390","Montgomery","49","3390",26839
"G4803410","1960","Texas","480","Moore","3410","Moore","49","3410",14773
"G4803430","1960","Texas","480","Morris","3430","Morris","49","3430",12576
"G4803450","1960","Texas","480","Motley","3450","Motley","49","3450",2870
"G4803470","1960","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",28046
"G4803490","1960","Texas","480","Navarro","3490","Navarro","49","3490",34423
"G4803510","1960","Texas","480","Newton","3510","Newton","49","3510",10372
"G4803530","1960","Texas","480","Nolan","3530","Nolan","49","3530",18963
"G4803550","1960","Texas","480","Nueces","3550","Nueces","49","3550",221573
"G4803570","1960","Texas","480","Ochiltree","3570","Ochiltree","49","3570",9380
"G4803590","1960","Texas","480","Oldham","3590","Oldham","49","3590",1928
"G4803610","1960","Texas","480","Orange","3610","Orange","49","3610",60357
"G4803630","1960","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",20516
"G4803650","1960","Texas","480","Panola","3650","Panola","49","3650",16870
"G4803670","1960","Texas","480","Parker","3670","Parker","49","3670",22880
"G4803690","1960","Texas","480","Parmer","3690","Parmer","49","3690",9583
"G4803710","1960","Texas","480","Pecos","3710","Pecos","49","3710",11957
"G4803730","1960","Texas","480","Polk","3730","Polk","49","3730",13861
"G4803750","1960","Texas","480","Potter","3750","Potter","49","3750",115580
"G4803770","1960","Texas","480","Presidio","3770","Presidio","49","3770",5460
"G4803790","1960","Texas","480","Rains","3790","Rains","49","3790",2993
"G4803810","1960","Texas","480","Randall","3810","Randall","49","3810",33913
"G4803830","1960","Texas","480","Reagan","3830","Reagan","49","3830",3782
"G4803850","1960","Texas","480","Real","3850","Real","49","3850",2079
"G4803870","1960","Texas","480","Red River","3870","Red River","49","3870",15682
"G4803890","1960","Texas","480","Reeves","3890","Reeves","49","3890",17644
"G4803910","1960","Texas","480","Refugio","3910","Refugio","49","3910",10975
"G4803930","1960","Texas","480","Roberts","3930","Roberts","49","3930",1075
"G4803950","1960","Texas","480","Robertson","3950","Robertson","49","3950",16157
"G4803970","1960","Texas","480","Rockwall","3970","Rockwall","49","3970",5878
"G4803990","1960","Texas","480","Runnels","3990","Runnels","49","3990",15016
"G4804010","1960","Texas","480","Rusk","4010","Rusk","49","4010",36421
"G4804030","1960","Texas","480","Sabine","4030","Sabine","49","4030",7302
"G4804050","1960","Texas","480","San Augustine","4050","San Augustine","49","4050",7722
"G4804070","1960","Texas","480","San Jacinto","4070","San Jacinto","49","4070",6153
"G4804090","1960","Texas","480","San Patricio","4090","San Patricio","49","4090",45021
"G4804110","1960","Texas","480","San Saba","4110","San Saba","49","4110",6381
"G4804130","1960","Texas","480","Schleicher","4130","Schleicher","49","4130",2791
"G4804150","1960","Texas","480","Scurry","4150","Scurry","49","4150",20369
"G4804170","1960","Texas","480","Shackelford","4170","Shackelford","49","4170",3990
"G4804190","1960","Texas","480","Shelby","4190","Shelby","49","4190",20479
"G4804210","1960","Texas","480","Sherman","4210","Sherman","49","4210",2605
"G4804230","1960","Texas","480","Smith","4230","Smith","49","4230",86350
"G4804250","1960","Texas","480","Somervell","4250","Somervell","49","4250",2577
"G4804270","1960","Texas","480","Starr","4270","Starr","49","4270",17137
"G4804290","1960","Texas","480","Stephens","4290","Stephens","49","4290",8885
"G4804310","1960","Texas","480","Sterling","4310","Sterling","49","4310",1177
"G4804330","1960","Texas","480","Stonewall","4330","Stonewall","49","4330",3017
"G4804350","1960","Texas","480","Sutton","4350","Sutton","49","4350",3738
"G4804370","1960","Texas","480","Swisher","4370","Swisher","49","4370",10607
"G4804390","1960","Texas","480","Tarrant","4390","Tarrant","49","4390",538495
"G4804410","1960","Texas","480","Taylor","4410","Taylor","49","4410",101078
"G4804430","1960","Texas","480","Terrell","4430","Terrell","49","4430",2600
"G4804450","1960","Texas","480","Terry","4450","Terry","49","4450",16286
"G4804470","1960","Texas","480","Throckmorton","4470","Throckmorton","49","4470",2767
"G4804490","1960","Texas","480","Titus","4490","Titus","49","4490",16785
"G4804510","1960","Texas","480","Tom Green","4510","Tom Green","49","4510",64630
"G4804530","1960","Texas","480","Travis","4530","Travis","49","4530",212136
"G4804550","1960","Texas","480","Trinity","4550","Trinity","49","4550",7539
"G4804570","1960","Texas","480","Tyler","4570","Tyler","49","4570",10666
"G4804590","1960","Texas","480","Upshur","4590","Upshur","49","4590",19793
"G4804610","1960","Texas","480","Upton","4610","Upton","49","4610",6239
"G4804630","1960","Texas","480","Uvalde","4630","Uvalde","49","4630",16814
"G4804650","1960","Texas","480","Val Verde","4650","Val Verde","49","4650",24461
"G4804670","1960","Texas","480","Van Zandt","4670","Van Zandt","49","4670",19091
"G4804690","1960","Texas","480","Victoria","4690","Victoria","49","4690",46475
"G4804710","1960","Texas","480","Walker","4710","Walker","49","4710",21475
"G4804730","1960","Texas","480","Waller","4730","Waller","49","4730",12071
"G4804750","1960","Texas","480","Ward","4750","Ward","49","4750",14917
