GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C1I001
"G0900010","1970","Connecticut","09","Fairfield","001",,,,,,,"Fairfield","1",,"A",792814
"G0900030","1970","Connecticut","09","Hartford","003",,,,,,,"Hartford","1",,"C",816737
"G0900050","1970","Connecticut","09","Litchfield","005",,,,,,,"Litchfield","1",,"01",144091
"G0900070","1970","Connecticut","09","Middlesex","007",,,,,,,"Middlesex","1",,"02",114816
"G0900090","1970","Connecticut","09","New Haven","009",,,,,,,"New Haven","1",,"B",744948
"G0900110","1970","Connecticut","09","New London","011",,,,,,,"New London","1",,"02",230348
"G0900130","1970","Connecticut","09","Tolland","013",,,,,,,"Tolland","1",,"02",103440
"G0900150","1970","Connecticut","09","Windham","015",,,,,,,"Windham","1",,"02",84515
"G1000010","1970","Delaware","10","Kent","001",,,,,,,"Kent","1",,"01",81892
"G1000030","1970","Delaware","10","New Castle","003",,,,,"9160",,"New Castle","0",,"A",385856
"G1000050","1970","Delaware","10","Sussex","005",,,,,"9160",,"Sussex","1",,"01",80356
"G1100010","1970","District Of Columbia","11","District Of Columbia","001",,,,,"8840",,"District Of Columbia","0",,"A",756510
"G1200010","1970","Florida","12","Alachua","001",,,,,"2900",,"Alachua","0",,"03",104764
"G1200030","1970","Florida","12","Baker","003",,,,,,,"Baker","1",,"03",9242
"G1200050","1970","Florida","12","Bay","005",,,,,,,"Bay","1",,"01",75283
"G1200070","1970","Florida","12","Bradford","007",,,,,,,"Bradford","1",,"02",14625
"G1200090","1970","Florida","12","Brevard","009",,,,,"2900",,"Brevard","1",,"04",230006
"G1200110","1970","Florida","12","Broward","011",,,,,"2680",,"Broward","0",,"G",620100
"G1200130","1970","Florida","12","Calhoun","013",,,,,,,"Calhoun","1",,"01",7624
"G1200150","1970","Florida","12","Charlotte","015",,,,,,,"Charlotte","1",,"06",27559
"G1200170","1970","Florida","12","Citrus","017",,,,,,,"Citrus","1",,"05",19196
"G1200190","1970","Florida","12","Clay","019",,,,,,,"Clay","1",,"02",32059
"G1200210","1970","Florida","12","Collier","021",,,,,,,"Collier","1",,"06",38040
"G1200230","1970","Florida","12","Columbia","023",,,,,"2680",,"Columbia","1",,"03",25250
"G1200250","1970","Florida","12","Dade","025",,,,,"5000",,"Dade","0",,"C",1267792
"G1200270","1970","Florida","12","DeSoto","027",,,,,,,"De Soto","1",,"05",13060
"G1200290","1970","Florida","12","Dixie","029",,,,,"5000",,"Dixie","1",,"02",5480
"G1200310","1970","Florida","12","Duval","031",,,,,"3600",,"Duval","0",,"A",528865
"G1200330","1970","Florida","12","Escambia","033",,,,,"6080",,"Escambia","0",,"D",205334
"G1200350","1970","Florida","12","Flagler","035",,,,,,,"Flagler","1",,"04",4454
"G1200370","1970","Florida","12","Franklin","037",,,,,,,"Franklin","1",,"01",7065
"G1200390","1970","Florida","12","Gadsden","039",,,,,,,"Gadsden","1",,"03",39184
"G1200410","1970","Florida","12","Gilchrist","041",,,,,,,"Gilchrist","1",,"03",3551
"G1200430","1970","Florida","12","Glades","043",,,,,,,"Glades","1",,"06",3669
"G1200450","1970","Florida","12","Gulf","045",,,,,,,"Gulf","1",,"01",10096
"G1200470","1970","Florida","12","Hamilton","047",,,,,,,"Hamilton","1",,"03",7787
"G1200490","1970","Florida","12","Hardee","049",,,,,,,"Hardee","1",,"05",14889
"G1200510","1970","Florida","12","Hendry","051",,,,,,,"Hendry","1",,"06",11859
"G1200530","1970","Florida","12","Hernando","053",,,,,,,"Hernando","1",,"05",17004
"G1200550","1970","Florida","12","Highlands","055",,,,,"6080",,"Highlands","1",,"05",29507
"G1200570","1970","Florida","12","Hillsborough","057",,,,,"8280",,"Hillsborough","0",,"B",490265
"G1200590","1970","Florida","12","Holmes","059",,,,,,,"Holmes","1",,"03",10720
"G1200610","1970","Florida","12","Indian River","061",,,,,,,"Indian River","1",,"04",35992
"G1200630","1970","Florida","12","Jackson","063",,,,,,,"Jackson","1",,"03",34434
"G1200650","1970","Florida","12","Jefferson","065",,,,,,,"Jefferson","1",,"03",8778
"G1200670","1970","Florida","12","Lafayette","067",,,,,,,"Lafayette","1",,"03",2892
"G1200690","1970","Florida","12","Lake","069",,,,,,,"Lake","1",,"05",69305
"G1200710","1970","Florida","12","Lee","071",,,,,"8280",,"Lee","1",,"06",105216
"G1200730","1970","Florida","12","Leon","073",,,,,"8240",,"Leon","0",,"03",103047
"G1200750","1970","Florida","12","Levy","075",,,,,,,"Levy","1",,"02",12756
"G1200770","1970","Florida","12","Liberty","077",,,,,,,"Liberty","1",,"01",3379
"G1200790","1970","Florida","12","Madison","079",,,,,,,"Madison","1",,"03",13481
"G1200810","1970","Florida","12","Manatee","081",,,,,,,"Manatee","1",,"06",97115
"G1200830","1970","Florida","12","Marion","083",,,,,,,"Marion","1",,"05",69030
"G1200850","1970","Florida","12","Martin","085",,,,,,,"Martin","1",,"06",28035
"G1200870","1970","Florida","12","Monroe","087",,,,,,,"Monroe","1",,"06",52586
"G1200890","1970","Florida","12","Nassau","089",,,,,,,"Nassau","1",,"02",20626
"G1200910","1970","Florida","12","Okaloosa","091",,,,,,,"Okaloosa","1",,"01",88187
"G1200930","1970","Florida","12","Okeechobee","093",,,,,"8240",,"Okeechobee","1",,"06",11233
"G1200950","1970","Florida","12","Orange","095",,,,,"5960",,"Orange","0",,"E",344311
"G1200970","1970","Florida","12","Osceola","097",,,,,"5960",,"Osceola","1",,"05",25267
"G1200990","1970","Florida","12","Palm Beach","099",,,,,"8960",,"Palm Beach","0",,"F",348753
"G1201010","1970","Florida","12","Pasco","101",,,,,"8960",,"Pasco","1",,"05",75955
"G1201030","1970","Florida","12","Pinellas","103",,,,,"8280",,"Pinellas","0",,"B",522329
"G1201050","1970","Florida","12","Polk","105",,,,,,,"Polk","1",,"05",227222
"G1201070","1970","Florida","12","Putnam","107",,,,,,,"Putnam","1",,"02",36290
"G1201090","1970","Florida","12","St Johns","109",,,,,,,"St Johns","1",,"02",30727
"G1201110","1970","Florida","12","St Lucie","111",,,,,"8280",,"St Lucie","1",,"04",50836
"G1201130","1970","Florida","12","Santa Rosa","113",,,,,"6080",,"Santa Rosa","1",,"D",37741
"G1201150","1970","Florida","12","Sarasota","115",,,,,"6080",,"Sarasota","1",,"06",120413
"G1201170","1970","Florida","12","Seminole","117",,,,,"5960",,"Seminole","1",,"E",83692
"G1201190","1970","Florida","12","Sumter","119",,,,,,,"Sumter","1",,"05",14839
"G1201210","1970","Florida","12","Suwannee","121",,,,,,,"Suwannee","1",,"03",15559
"G1201230","1970","Florida","12","Taylor","123",,,,,,,"Taylor","1",,"02",13641
"G1201250","1970","Florida","12","Union","125",,,,,,,"Union","1",,"03",8112
"G1201270","1970","Florida","12","Volusia","127",,,,,,,"Volusia","1",,"04",169487
"G1201290","1970","Florida","12","Wakulla","129",,,,,,,"Wakulla","1",,"01",6308
"G1201310","1970","Florida","12","Walton","131",,,,,,,"Walton","1",,"01",16087
"G1201330","1970","Florida","12","Washington","133",,,,,"5960",,"Washington","1",,"01",11453
"G1300010","1970","Georgia","13","Appling","001",,,,,,,"Appling","1",,"08",12726
"G1300030","1970","Georgia","13","Atkinson","003",,,,,,,"Atkinson","1",,"08",5879
"G1300050","1970","Georgia","13","Bacon","005",,,,,,,"Bacon","1",,"08",8233
"G1300070","1970","Georgia","13","Baker","007",,,,,,,"Baker","1",,"07",3875
"G1300090","1970","Georgia","13","Baldwin","009",,,,,,,"Baldwin","1",,"04",34240
"G1300110","1970","Georgia","13","Banks","011",,,,,,,"Banks","1",,"03",6833
"G1300130","1970","Georgia","13","Barrow","013",,,,,,,"Barrow","1",,"03",16859
"G1300150","1970","Georgia","13","Bartow","015",,,,,,,"Bartow","1",,"01",32663
"G1300170","1970","Georgia","13","Ben Hill","017",,,,,,,"Ben Hill","1",,"07",13171
"G1300190","1970","Georgia","13","Berrien","019",,,,,,,"Berrien","1",,"08",11556
"G1300210","1970","Georgia","13","Bibb","021",,,,,"4680",,"Bibb","0",,"F",143418
"G1300230","1970","Georgia","13","Bleckley","023",,,,,,,"Bleckley","1",,"06",10291
"G1300250","1970","Georgia","13","Brantley","025",,,,,,,"Brantley","1",,"09",5940
"G1300270","1970","Georgia","13","Brooks","027",,,,,,,"Brooks","1",,"08",13739
"G1300290","1970","Georgia","13","Bryan","029",,,,,,,"Bryan","1",,"09",6539
"G1300310","1970","Georgia","13","Bulloch","031",,,,,,,"Bulloch","1",,"08",31585
"G1300330","1970","Georgia","13","Burke","033",,,,,,,"Burke","1",,"06",18255
"G1300350","1970","Georgia","13","Butts","035",,,,,,,"Butts","1",,"04",10560
"G1300370","1970","Georgia","13","Calhoun","037",,,,,,,"Calhoun","1",,"07",6606
"G1300390","1970","Georgia","13","Camden","039",,,,,,,"Camden","1",,"09",11334
"G1300430","1970","Georgia","13","Candler","043",,,,,,,"Candler","1",,"08",6412
"G1300450","1970","Georgia","13","Carroll","045",,,,,,,"Carroll","1",,"03",45404
"G1300470","1970","Georgia","13","Catoosa","047",,,,,,,"Catoosa","1",,"01",28271
"G1300490","1970","Georgia","13","Charlton","049",,,,,"4680",,"Charlton","1",,"09",5680
"G1300510","1970","Georgia","13","Chatham","051",,,,,"7520",,"Chatham","0",,"E",187767
"G1300530","1970","Georgia","13","Chattahoochee","053",,,,,"1800",,"Chattahoochee","1",,"C",25813
"G1300550","1970","Georgia","13","Chattooga","055",,,,,,,"Chattooga","1",,"01",20541
"G1300570","1970","Georgia","13","Cherokee","057",,,,,,,"Cherokee","1",,"03",31059
"G1300590","1970","Georgia","13","Clarke","059",,,,,,,"Clarke","1",,"04",65177
"G1300610","1970","Georgia","13","Clay","061",,,,,"1800",,"Clay","1",,"07",3636
"G1300630","1970","Georgia","13","Clayton","063",,,,,"0520",,"Clayton","1",,"B",98043
"G1300650","1970","Georgia","13","Clinch","065",,,,,,,"Clinch","1",,"09",6405
"G1300670","1970","Georgia","13","Cobb","067",,,,,"0520",,"Cobb","1",,"B",196793
"G1300690","1970","Georgia","13","Coffee","069",,,,,,,"Coffee","1",,"08",22828
"G1300710","1970","Georgia","13","Colquitt","071",,,,,,,"Colquitt","1",,"08",32200
"G1300730","1970","Georgia","13","Columbia","073",,,,,,,"Columbia","1",,"04",22327
"G1300750","1970","Georgia","13","Cook","075",,,,,,,"Cook","1",,"08",12129
"G1300770","1970","Georgia","13","Coweta","077",,,,,,,"Coweta","1",,"04",32310
"G1300790","1970","Georgia","13","Crawford","079",,,,,,,"Crawford","1",,"05",5748
"G1300810","1970","Georgia","13","Crisp","081",,,,,,,"Crisp","1",,"07",18087
"G1300830","1970","Georgia","13","Dade","083",,,,,,,"Dade","1",,"01",9910
"G1300850","1970","Georgia","13","Dawson","085",,,,,,,"Dawson","1",,"02",3639
"G1300870","1970","Georgia","13","Decatur","087",,,,,,,"Decatur","1",,"07",22310
"G1300890","1970","Georgia","13","DeKalb","089",,,,,"0520",,"De Kalb","0",,"B",415387
"G1300910","1970","Georgia","13","Dodge","091",,,,,,,"Dodge","1",,"06",15658
"G1300930","1970","Georgia","13","Dooly","093",,,,,"0520",,"Dooly","1",,"07",10404
"G1300950","1970","Georgia","13","Dougherty","095",,,,,"0120",,"Dougherty","0",,"07",89639
"G1300970","1970","Georgia","13","Douglas","097",,,,,,,"Douglas","1",,"03",28659
"G1300990","1970","Georgia","13","Early","099",,,,,,,"Early","1",,"07",12682
"G1301010","1970","Georgia","13","Echols","101",,,,,,,"Echols","1",,"09",1924
"G1301030","1970","Georgia","13","Effingham","103",,,,,,,"Effingham","1",,"09",13632
"G1301050","1970","Georgia","13","Elbert","105",,,,,,,"Elbert","1",,"04",17262
"G1301070","1970","Georgia","13","Emanuel","107",,,,,,,"Emanuel","1",,"08",18189
"G1301090","1970","Georgia","13","Evans","109",,,,,,,"Evans","1",,"08",7290
"G1301110","1970","Georgia","13","Fannin","111",,,,,,,"Fannin","1",,"02",13357
"G1301130","1970","Georgia","13","Fayette","113",,,,,,,"Fayette","1",,"04",11364
"G1301150","1970","Georgia","13","Floyd","115",,,,,,,"Floyd","1",,"01",73742
"G1301170","1970","Georgia","13","Forsyth","117",,,,,,,"Forsyth","1",,"03",16928
"G1301190","1970","Georgia","13","Franklin","119",,,,,"0120",,"Franklin","1",,"03",12784
"G1301210","1970","Georgia","13","Fulton","121",,,,,"0520",,"Fulton","0",,"B",607592
"G1301230","1970","Georgia","13","Gilmer","123",,,,,,,"Gilmer","1",,"02",8956
"G1301250","1970","Georgia","13","Glascock","125",,,,,,,"Glascock","1",,"05",2280
"G1301270","1970","Georgia","13","Glynn","127",,,,,,,"Glynn","1",,"09",50528
"G1301290","1970","Georgia","13","Gordon","129",,,,,,,"Gordon","1",,"01",23570
"G1301310","1970","Georgia","13","Grady","131",,,,,,,"Grady","1",,"07",17826
"G1301330","1970","Georgia","13","Greene","133",,,,,,,"Greene","1",,"04",10212
"G1301350","1970","Georgia","13","Gwinnett","135",,,,,"0520",,"Gwinnett","1",,"B",72349
"G1301370","1970","Georgia","13","Habersham","137",,,,,,,"Habersham","1",,"02",20691
"G1301390","1970","Georgia","13","Hall","139",,,,,,,"Hall","1",,"03",59405
"G1301410","1970","Georgia","13","Hancock","141",,,,,,,"Hancock","1",,"04",9019
"G1301430","1970","Georgia","13","Haralson","143",,,,,,,"Haralson","1",,"03",15927
"G1301450","1970","Georgia","13","Harris","145",,,,,,,"Harris","1",,"04",11520
"G1301470","1970","Georgia","13","Hart","147",,,,,,,"Hart","1",,"04",15814
"G1301490","1970","Georgia","13","Heard","149",,,,,,,"Heard","1",,"03",5354
"G1301510","1970","Georgia","13","Henry","151",,,,,"0520",,"Henry","1",,"04",23724
"G1301530","1970","Georgia","13","Houston","153",,,,,"4680",,"Houston","1",,"G",62924
"G1301550","1970","Georgia","13","Irwin","155",,,,,,,"Irwin","1",,"07",8036
"G1301570","1970","Georgia","13","Jackson","157",,,,,,,"Jackson","1",,"03",21093
"G1301590","1970","Georgia","13","Jasper","159",,,,,,,"Jasper","1",,"04",5760
"G1301610","1970","Georgia","13","Jeff Davis","161",,,,,,,"Jeff Davis","1",,"08",9425
"G1301630","1970","Georgia","13","Jefferson","163",,,,,,,"Jefferson","1",,"06",17174
"G1301650","1970","Georgia","13","Jenkins","165",,,,,,,"Jenkins","1",,"06",8332
"G1301670","1970","Georgia","13","Johnson","167",,,,,,,"Johnson","1",,"06",7727
"G1301690","1970","Georgia","13","Jones","169",,,,,,,"Jones","1",,"04",12218
"G1301710","1970","Georgia","13","Lamar","171",,,,,,,"Lamar","1",,"04",10688
"G1301730","1970","Georgia","13","Lanier","173",,,,,,,"Lanier","1",,"08",5031
"G1301750","1970","Georgia","13","Laurens","175",,,,,,,"Laurens","1",,"06",32738
"G1301770","1970","Georgia","13","Lee","177",,,,,,,"Lee","1",,"07",7044
"G1301790","1970","Georgia","13","Liberty","179",,,,,,,"Liberty","1",,"09",17569
"G1301810","1970","Georgia","13","Lincoln","181",,,,,,,"Lincoln","1",,"04",5895
"G1301830","1970","Georgia","13","Long","183",,,,,,,"Long","1",,"09",3746
"G1301850","1970","Georgia","13","Lowndes","185",,,,,,,"Lowndes","1",,"08",55112
"G1301870","1970","Georgia","13","Lumpkin","187",,,,,,,"Lumpkin","1",,"02",8728
"G1301890","1970","Georgia","13","McDuffie","189",,,,,,,"Mc Duffie","1",,"04",15276
"G1301910","1970","Georgia","13","McIntosh","191",,,,,,,"Mc Intosh","1",,"09",7371
"G1301930","1970","Georgia","13","Macon","193",,,,,,,"Macon","1",,"07",12933
"G1301950","1970","Georgia","13","Madison","195",,,,,,,"Madison","1",,"03",13517
"G1301970","1970","Georgia","13","Marion","197",,,,,,,"Marion","1",,"05",5099
"G1301990","1970","Georgia","13","Meriwether","199",,,,,,,"Meriwether","1",,"04",19461
"G1302010","1970","Georgia","13","Miller","201",,,,,,,"Miller","1",,"07",6397
"G1302050","1970","Georgia","13","Mitchell","205",,,,,,,"Mitchell","1",,"07",18956
"G1302070","1970","Georgia","13","Monroe","207",,,,,,,"Monroe","1",,"04",10991
"G1302090","1970","Georgia","13","Montgomery","209",,,,,,,"Montgomery","1",,"08",6099
"G1302110","1970","Georgia","13","Morgan","211",,,,,,,"Morgan","1",,"04",9904
"G1302130","1970","Georgia","13","Murray","213",,,,,"4680",,"Murray","1",,"01",12986
"G1302150","1970","Georgia","13","Muscogee","215",,,,,"1800",,"Muscogee","0",,"C",167377
"G1302170","1970","Georgia","13","Newton","217",,,,,,,"Newton","1",,"04",26282
"G1302190","1970","Georgia","13","Oconee","219",,,,,,,"Oconee","1",,"04",7915
"G1302210","1970","Georgia","13","Oglethorpe","221",,,,,,,"Oglethorpe","1",,"04",7598
"G1302230","1970","Georgia","13","Paulding","223",,,,,,,"Paulding","1",,"03",17520
"G1302250","1970","Georgia","13","Peach","225",,,,,,,"Peach","1",,"07",15990
"G1302270","1970","Georgia","13","Pickens","227",,,,,,,"Pickens","1",,"02",9620
"G1302290","1970","Georgia","13","Pierce","229",,,,,,,"Pierce","1",,"09",9281
"G1302310","1970","Georgia","13","Pike","231",,,,,,,"Pike","1",,"04",7316
"G1302330","1970","Georgia","13","Polk","233",,,,,,,"Polk","1",,"01",29656
"G1302350","1970","Georgia","13","Pulaski","235",,,,,,,"Pulaski","1",,"07",8066
"G1302370","1970","Georgia","13","Putnam","237",,,,,,,"Putnam","1",,"04",8394
"G1302390","1970","Georgia","13","Quitman","239",,,,,,,"Quitman","1",,"07",2180
"G1302410","1970","Georgia","13","Rabun","241",,,,,,,"Rabun","1",,"02",8327
"G1302430","1970","Georgia","13","Randolph","243",,,,,"1800",,"Randolph","1",,"07",8734
"G1302450","1970","Georgia","13","Richmond","245",,,,,"0600",,"Richmond","0",,"D",162437
"G1302470","1970","Georgia","13","Rockdale","247",,,,,,,"Rockdale","1",,"04",18152
"G1302490","1970","Georgia","13","Schley","249",,,,,,,"Schley","1",,"07",3097
"G1302510","1970","Georgia","13","Screven","251",,,,,,,"Screven","1",,"06",12591
"G1302530","1970","Georgia","13","Seminole","253",,,,,,,"Seminole","1",,"07",7059
"G1302550","1970","Georgia","13","Spalding","255",,,,,,,"Spalding","1",,"04",39514
"G1302570","1970","Georgia","13","Stephens","257",,,,,,,"Stephens","1",,"03",20331
"G1302590","1970","Georgia","13","Stewart","259",,,,,,,"Stewart","1",,"07",6511
"G1302610","1970","Georgia","13","Sumter","261",,,,,,,"Sumter","1",,"07",26931
"G1302630","1970","Georgia","13","Talbot","263",,,,,,,"Talbot","1",,"04",6625
"G1302650","1970","Georgia","13","Taliaferro","265",,,,,,,"Taliaferro","1",,"04",2423
"G1302670","1970","Georgia","13","Tattnall","267",,,,,,,"Tattnall","1",,"08",16557
"G1302690","1970","Georgia","13","Taylor","269",,,,,,,"Taylor","1",,"05",7865
"G1302710","1970","Georgia","13","Telfair","271",,,,,,,"Telfair","1",,"06",11381
"G1302730","1970","Georgia","13","Terrell","273",,,,,,,"Terrell","1",,"07",11416
"G1302750","1970","Georgia","13","Thomas","275",,,,,,,"Thomas","1",,"08",34515
"G1302770","1970","Georgia","13","Tift","277",,,,,,,"Tift","1",,"07",27288
"G1302790","1970","Georgia","13","Toombs","279",,,,,,,"Toombs","1",,"08",19151
"G1302810","1970","Georgia","13","Towns","281",,,,,,,"Towns","1",,"02",4565
"G1302830","1970","Georgia","13","Treutlen","283",,,,,,,"Treutlen","1",,"06",5647
"G1302850","1970","Georgia","13","Troup","285",,,,,,,"Troup","1",,"04",44466
"G1302870","1970","Georgia","13","Turner","287",,,,,,,"Turner","1",,"07",8790
"G1302890","1970","Georgia","13","Twiggs","289",,,,,,,"Twiggs","1",,"05",8222
"G1302910","1970","Georgia","13","Union","291",,,,,,,"Union","1",,"02",6811
"G1302930","1970","Georgia","13","Upson","293",,,,,"0600",,"Upson","1",,"04",23505
"G1302950","1970","Georgia","13","Walker","295",,,,,"1560",,"Walker","1",,"A",50691
"G1302970","1970","Georgia","13","Walton","297",,,,,,,"Walton","1",,"04",23404
"G1302990","1970","Georgia","13","Ware","299",,,,,,,"Ware","1",,"09",33525
"G1303010","1970","Georgia","13","Warren","301",,,,,,,"Warren","1",,"04",6669
"G1303030","1970","Georgia","13","Washington","303",,,,,,,"Washington","1",,"05",17480
"G1303050","1970","Georgia","13","Wayne","305",,,,,,,"Wayne","1",,"09",17858
"G1303070","1970","Georgia","13","Webster","307",,,,,,,"Webster","1",,"07",2362
"G1303090","1970","Georgia","13","Wheeler","309",,,,,,,"Wheeler","1",,"06",4596
"G1303110","1970","Georgia","13","White","311",,,,,,,"White","1",,"02",7742
"G1303130","1970","Georgia","13","Whitfield","313",,,,,,,"Whitfield","1",,"01",55108
"G1303150","1970","Georgia","13","Wilcox","315",,,,,,,"Wilcox","1",,"07",6998
